 x[m],y[m],z[m],gv[mGal],Std_dev[mGal]
52.5,-2.5,0.01,7.21E-03,0.1
52.5,2.5,0.01,7.64E-03,0.1
52.5,7.5,0.01,6.95E-03,0.1
52.5,12.5,0.01,6.76E-03,0.1
52.5,17.5,0.01,6.14E-03,0.1
52.5,22.5,0.01,5.79E-03,0.1
52.5,27.5,0.01,6.37E-03,0.1
52.5,32.5,0.01,4.84E-03,0.1
52.5,37.5,0.01,5.52E-03,0.1
52.5,42.5,0.01,4.12E-03,0.1
52.5,47.5,0.01,3.91E-03,0.1
52.5,52.5,0.01,2.97E-03,0.1
52.5,57.5,0.01,2.80E-03,0.1
52.5,62.5,0.01,3.40E-03,0.1
52.5,67.5,0.01,2.49E-03,0.1
52.5,72.5,0.01,2.46E-03,0.1
52.5,77.5,0.01,1.87E-03,0.1
52.5,82.5,0.01,2.19E-03,0.1
52.5,87.5,0.01,1.89E-03,0.1
52.5,92.5,0.01,1.21E-03,0.1
52.5,97.5,0.01,1.52E-03,0.1
52.5,102.5,0.01,1.61E-03,0.1
52.5,107.5,0.01,8.37E-04,0.1
52.5,112.5,0.01,4.44E-04,0.1
52.5,117.5,0.01,4.19E-04,0.1
57.5,-37.5,0.01,4.16E-03,0.1
57.5,-32.5,0.01,4.34E-03,0.1
57.5,-27.5,0.01,4.90E-03,0.1
57.5,-22.5,0.01,5.52E-03,0.1
57.5,-17.5,0.01,5.23E-03,0.1
57.5,-12.5,0.01,5.73E-03,0.1
57.5,-7.5,0.01,5.89E-03,0.1
57.5,-2.5,0.01,6.61E-03,0.1
57.5,2.5,0.01,6.48E-03,0.1
57.5,7.5,0.01,6.24E-03,0.1
57.5,12.5,0.01,5.72E-03,0.1
57.5,17.5,0.01,6.02E-03,0.1
57.5,22.5,0.01,5.25E-03,0.1
57.5,27.5,0.01,4.68E-03,0.1
57.5,32.5,0.01,4.57E-03,0.1
57.5,37.5,0.01,4.23E-03,0.1
57.5,42.5,0.01,4.25E-03,0.1
57.5,47.5,0.01,3.33E-03,0.1
57.5,52.5,0.01,2.63E-03,0.1
57.5,57.5,0.01,3.09E-03,0.1
57.5,62.5,0.01,3.18E-03,0.1
57.5,67.5,0.01,2.30E-03,0.1
57.5,72.5,0.01,2.58E-03,0.1
57.5,77.5,0.01,1.54E-03,0.1
57.5,82.5,0.01,1.53E-03,0.1
57.5,87.5,0.01,9.96E-04,0.1
57.5,92.5,0.01,1.79E-03,0.1
57.5,97.5,0.01,1.55E-03,0.1
57.5,102.5,0.01,1.14E-03,0.1
57.5,107.5,0.01,1.16E-03,0.1
57.5,112.5,0.01,5.06E-04,0.1
57.5,117.5,0.01,1.02E-03,0.1
62.5,-37.5,0.01,3.28E-03,0.1
62.5,-32.5,0.01,4.58E-03,0.1
62.5,-27.5,0.01,4.00E-03,0.1
62.5,-22.5,0.01,5.10E-03,0.1
62.5,-17.5,0.01,4.29E-03,0.1
62.5,-12.5,0.01,4.40E-03,0.1
62.5,-7.5,0.01,5.35E-03,0.1
62.5,-2.5,0.01,5.25E-03,0.1
62.5,2.5,0.01,4.62E-03,0.1
62.5,7.5,0.01,5.55E-03,0.1
62.5,12.5,0.01,4.49E-03,0.1
62.5,17.5,0.01,4.41E-03,0.1
62.5,22.5,0.01,4.52E-03,0.1
62.5,27.5,0.01,4.05E-03,0.1
62.5,32.5,0.01,4.34E-03,0.1
62.5,37.5,0.01,4.00E-03,0.1
62.5,42.5,0.01,3.90E-03,0.1
62.5,47.5,0.01,2.80E-03,0.1
62.5,52.5,0.01,3.29E-03,0.1
62.5,57.5,0.01,2.47E-03,0.1
62.5,62.5,0.01,2.97E-03,0.1
62.5,67.5,0.01,2.31E-03,0.1
62.5,72.5,0.01,1.44E-03,0.1
62.5,77.5,0.01,1.79E-03,0.1
62.5,82.5,0.01,2.12E-03,0.1
62.5,87.5,0.01,7.98E-04,0.1
62.5,92.5,0.01,1.01E-03,0.1
62.5,97.5,0.01,5.90E-04,0.1
62.5,102.5,0.01,1.06E-03,0.1
62.5,107.5,0.01,6.14E-04,0.1
62.5,112.5,0.01,1.43E-03,0.1
62.5,117.5,0.01,8.28E-04,0.1
67.5,-37.5,0.01,2.86E-03,0.1
67.5,-32.5,0.01,3.37E-03,0.1
67.5,-27.5,0.01,3.87E-03,0.1
67.5,-22.5,0.01,3.44E-03,0.1
67.5,-17.5,0.01,3.72E-03,0.1
67.5,-12.5,0.01,4.24E-03,0.1
67.5,-7.5,0.01,3.99E-03,0.1
67.5,-2.5,0.01,4.60E-03,0.1
67.5,2.5,0.01,4.30E-03,0.1
67.5,7.5,0.01,4.80E-03,0.1
67.5,12.5,0.01,4.61E-03,0.1
67.5,17.5,0.01,4.56E-03,0.1
67.5,22.5,0.01,4.12E-03,0.1
67.5,27.5,0.01,4.17E-03,0.1
67.5,32.5,0.01,3.70E-03,0.1
67.5,37.5,0.01,3.83E-03,0.1
67.5,42.5,0.01,2.99E-03,0.1
67.5,47.5,0.01,2.35E-03,0.1
67.5,52.5,0.01,2.53E-03,0.1
67.5,57.5,0.01,2.06E-03,0.1
67.5,62.5,0.01,1.87E-03,0.1
67.5,67.5,0.01,2.10E-03,0.1
67.5,72.5,0.01,1.29E-03,0.1
67.5,77.5,0.01,1.85E-03,0.1
67.5,82.5,0.01,1.08E-03,0.1
67.5,87.5,0.01,8.26E-04,0.1
67.5,92.5,0.01,6.01E-04,0.1
67.5,97.5,0.01,9.69E-04,0.1
67.5,102.5,0.01,9.28E-04,0.1
67.5,107.5,0.01,1.35E-03,0.1
67.5,112.5,0.01,1.35E-03,0.1
67.5,117.5,0.01,7.23E-04,0.1
72.5,-37.5,0.01,3.32E-03,0.1
72.5,-32.5,0.01,3.46E-03,0.1
72.5,-27.5,0.01,3.70E-03,0.1
72.5,-22.5,0.01,3.55E-03,0.1
72.5,-17.5,0.01,3.48E-03,0.1
72.5,-12.5,0.01,3.98E-03,0.1
72.5,-7.5,0.01,3.17E-03,0.1
72.5,-2.5,0.01,3.55E-03,0.1
72.5,2.5,0.01,3.73E-03,0.1
72.5,7.5,0.01,3.44E-03,0.1
72.5,12.5,0.01,4.14E-03,0.1
72.5,17.5,0.01,3.71E-03,0.1
72.5,22.5,0.01,3.91E-03,0.1
72.5,27.5,0.01,3.63E-03,0.1
72.5,32.5,0.01,3.15E-03,0.1
72.5,37.5,0.01,2.53E-03,0.1
72.5,42.5,0.01,2.55E-03,0.1
72.5,47.5,0.01,2.80E-03,0.1
72.5,52.5,0.01,1.68E-03,0.1
72.5,57.5,0.01,1.66E-03,0.1
72.5,62.5,0.01,1.44E-03,0.1
72.5,67.5,0.01,1.71E-03,0.1
72.5,72.5,0.01,1.79E-03,0.1
72.5,77.5,0.01,8.68E-04,0.1
72.5,82.5,0.01,1.87E-03,0.1
72.5,87.5,0.01,1.84E-03,0.1
72.5,92.5,0.01,8.73E-04,0.1
72.5,97.5,0.01,3.81E-04,0.1
72.5,102.5,0.01,1.11E-03,0.1
72.5,107.5,0.01,2.45E-04,0.1
72.5,112.5,0.01,9.57E-04,0.1
72.5,117.5,0.01,1.11E-03,0.1
77.5,-37.5,0.01,2.92E-03,0.1
77.5,-32.5,0.01,2.12E-03,0.1
77.5,-27.5,0.01,2.52E-03,0.1
77.5,-22.5,0.01,2.40E-03,0.1
77.5,-17.5,0.01,2.55E-03,0.1
77.5,-12.5,0.01,3.35E-03,0.1
77.5,-7.5,0.01,2.59E-03,0.1
77.5,-2.5,0.01,3.53E-03,0.1
77.5,2.5,0.01,2.99E-03,0.1
77.5,7.5,0.01,3.05E-03,0.1
77.5,12.5,0.01,3.08E-03,0.1
77.5,17.5,0.01,2.59E-03,0.1
77.5,22.5,0.01,3.00E-03,0.1
77.5,27.5,0.01,3.05E-03,0.1
77.5,32.5,0.01,3.25E-03,0.1
77.5,37.5,0.01,1.93E-03,0.1
77.5,42.5,0.01,2.24E-03,0.1
77.5,47.5,0.01,1.73E-03,0.1
77.5,52.5,0.01,2.66E-03,0.1
77.5,57.5,0.01,1.62E-03,0.1
77.5,62.5,0.01,2.02E-03,0.1
77.5,67.5,0.01,1.98E-03,0.1
77.5,72.5,0.01,1.97E-03,0.1
77.5,77.5,0.01,1.69E-03,0.1
77.5,82.5,0.01,1.33E-03,0.1
77.5,87.5,0.01,6.90E-04,0.1
77.5,92.5,0.01,5.24E-04,0.1
77.5,97.5,0.01,1.51E-03,0.1
77.5,102.5,0.01,1.13E-03,0.1
77.5,107.5,0.01,2.26E-04,0.1
77.5,112.5,0.01,1.14E-03,0.1
77.5,117.5,0.01,9.62E-04,0.1
82.5,-37.5,0.01,2.36E-03,0.1
82.5,-32.5,0.01,2.68E-03,0.1
82.5,-27.5,0.01,2.87E-03,0.1
82.5,-22.5,0.01,2.37E-03,0.1
82.5,-17.5,0.01,2.87E-03,0.1
82.5,-12.5,0.01,2.55E-03,0.1
82.5,-7.5,0.01,2.83E-03,0.1
82.5,-2.5,0.01,2.28E-03,0.1
82.5,2.5,0.01,2.99E-03,0.1
82.5,7.5,0.01,2.91E-03,0.1
82.5,12.5,0.01,2.30E-03,0.1
82.5,17.5,0.01,3.02E-03,0.1
82.5,22.5,0.01,2.30E-03,0.1
82.5,27.5,0.01,1.97E-03,0.1
82.5,32.5,0.01,2.31E-03,0.1
82.5,37.5,0.01,2.59E-03,0.1
82.5,42.5,0.01,2.34E-03,0.1
82.5,47.5,0.01,1.65E-03,0.1
82.5,52.5,0.01,2.28E-03,0.1
82.5,57.5,0.01,1.51E-03,0.1
82.5,62.5,0.01,1.14E-03,0.1
82.5,67.5,0.01,1.88E-03,0.1
82.5,72.5,0.01,1.45E-03,0.1
82.5,77.5,0.01,1.34E-03,0.1
82.5,82.5,0.01,1.70E-03,0.1
82.5,87.5,0.01,1.45E-03,0.1
82.5,92.5,0.01,1.04E-03,0.1
82.5,97.5,0.01,2.58E-04,0.1
82.5,102.5,0.01,1.46E-03,0.1
82.5,107.5,0.01,4.03E-04,0.1
82.5,112.5,0.01,1.25E-03,0.1
82.5,117.5,0.01,1.61E-04,0.1
87.5,-37.5,0.01,2.43E-03,0.1
87.5,-32.5,0.01,1.45E-03,0.1
87.5,-27.5,0.01,2.36E-03,0.1
87.5,-22.5,0.01,2.02E-03,0.1
87.5,-17.5,0.01,1.81E-03,0.1
87.5,-12.5,0.01,2.93E-03,0.1
87.5,-7.5,0.01,1.91E-03,0.1
87.5,-2.5,0.01,2.49E-03,0.1
87.5,2.5,0.01,2.41E-03,0.1
87.5,7.5,0.01,2.93E-03,0.1
87.5,12.5,0.01,2.61E-03,0.1
87.5,17.5,0.01,1.99E-03,0.1
87.5,22.5,0.01,1.62E-03,0.1
87.5,27.5,0.01,2.27E-03,0.1
87.5,32.5,0.01,2.26E-03,0.1
87.5,37.5,0.01,1.79E-03,0.1
87.5,42.5,0.01,1.36E-03,0.1
87.5,47.5,0.01,1.12E-03,0.1
87.5,52.5,0.01,1.74E-03,0.1
87.5,57.5,0.01,1.63E-03,0.1
87.5,62.5,0.01,2.04E-03,0.1
87.5,67.5,0.01,1.52E-03,0.1
87.5,72.5,0.01,6.69E-04,0.1
87.5,77.5,0.01,7.10E-04,0.1
87.5,82.5,0.01,1.64E-03,0.1
87.5,87.5,0.01,1.53E-03,0.1
87.5,92.5,0.01,6.28E-04,0.1
87.5,97.5,0.01,3.93E-04,0.1
87.5,102.5,0.01,1.31E-03,0.1
87.5,107.5,0.01,6.27E-04,0.1
87.5,112.5,0.01,2.58E-04,0.1
87.5,117.5,0.01,1.24E-03,0.1
92.5,-37.5,0.01,1.10E-03,0.1
92.5,-32.5,0.01,1.32E-03,0.1
92.5,-27.5,0.01,2.28E-03,0.1
92.5,-22.5,0.01,2.44E-03,0.1
92.5,-17.5,0.01,1.38E-03,0.1
92.5,-12.5,0.01,1.62E-03,0.1
92.5,-7.5,0.01,1.85E-03,0.1
92.5,-2.5,0.01,1.86E-03,0.1
92.5,2.5,0.01,1.79E-03,0.1
92.5,7.5,0.01,2.05E-03,0.1
92.5,12.5,0.01,2.25E-03,0.1
92.5,17.5,0.01,1.92E-03,0.1
92.5,22.5,0.01,2.31E-03,0.1
92.5,27.5,0.01,1.97E-03,0.1
92.5,32.5,0.01,1.55E-03,0.1
92.5,37.5,0.01,2.15E-03,0.1
92.5,42.5,0.01,1.71E-03,0.1
92.5,47.5,0.01,1.46E-03,0.1
92.5,52.5,0.01,1.13E-03,0.1
92.5,57.5,0.01,1.97E-03,0.1
92.5,62.5,0.01,1.63E-03,0.1
92.5,67.5,0.01,1.19E-03,0.1
92.5,72.5,0.01,1.31E-03,0.1
92.5,77.5,0.01,7.26E-04,0.1
92.5,82.5,0.01,7.40E-04,0.1
92.5,87.5,0.01,1.00E-03,0.1
92.5,92.5,0.01,7.04E-04,0.1
92.5,97.5,0.01,1.30E-03,0.1
92.5,102.5,0.01,7.74E-04,0.1
92.5,107.5,0.01,1.11E-03,0.1
92.5,112.5,0.01,4.09E-04,0.1
92.5,117.5,0.01,2.24E-04,0.1
97.5,-37.5,0.01,1.24E-03,0.1
97.5,-32.5,0.01,1.86E-03,0.1
97.5,-27.5,0.01,1.91E-03,0.1
97.5,-22.5,0.01,2.05E-03,0.1
97.5,-17.5,0.01,1.24E-03,0.1
97.5,-12.5,0.01,1.52E-03,0.1
97.5,-7.5,0.01,1.47E-03,0.1
97.5,-2.5,0.01,2.04E-03,0.1
97.5,2.5,0.01,1.69E-03,0.1
97.5,7.5,0.01,2.03E-03,0.1
97.5,12.5,0.01,1.77E-03,0.1
97.5,17.5,0.01,1.38E-03,0.1
97.5,22.5,0.01,1.43E-03,0.1
97.5,27.5,0.01,1.98E-03,0.1
97.5,32.5,0.01,1.04E-03,0.1
97.5,37.5,0.01,1.73E-03,0.1
97.5,42.5,0.01,1.66E-03,0.1
97.5,47.5,0.01,1.09E-03,0.1
97.5,52.5,0.01,9.59E-04,0.1
97.5,57.5,0.01,1.29E-03,0.1
97.5,62.5,0.01,1.53E-03,0.1
97.5,67.5,0.01,1.13E-03,0.1
97.5,72.5,0.01,9.46E-04,0.1
97.5,77.5,0.01,1.42E-03,0.1
97.5,82.5,0.01,7.81E-04,0.1
97.5,87.5,0.01,2.13E-04,0.1
97.5,92.5,0.01,1.09E-03,0.1
97.5,97.5,0.01,7.68E-04,0.1
97.5,102.5,0.01,8.37E-04,0.1
97.5,107.5,0.01,4.64E-04,0.1
97.5,112.5,0.01,6.96E-04,0.1
97.5,117.5,0.01,2.30E-04,0.1
102.5,-37.5,0.01,1.38E-03,0.1
102.5,-32.5,0.01,1.48E-03,0.1
102.5,-27.5,0.01,1.18E-03,0.1
102.5,-22.5,0.01,1.66E-03,0.1
102.5,-17.5,0.01,1.38E-03,0.1
102.5,-12.5,0.01,2.05E-03,0.1
102.5,-7.5,0.01,1.53E-03,0.1
102.5,-2.5,0.01,2.11E-03,0.1
102.5,2.5,0.01,1.41E-03,0.1
102.5,7.5,0.01,2.07E-03,0.1
102.5,12.5,0.01,2.02E-03,0.1
102.5,17.5,0.01,1.49E-03,0.1
102.5,22.5,0.01,1.47E-03,0.1
102.5,27.5,0.01,1.95E-03,0.1
102.5,32.5,0.01,9.18E-04,0.1
102.5,37.5,0.01,7.87E-04,0.1
102.5,42.5,0.01,8.02E-04,0.1
102.5,47.5,0.01,6.64E-04,0.1
102.5,52.5,0.01,6.77E-04,0.1
102.5,57.5,0.01,1.25E-03,0.1
102.5,62.5,0.01,7.97E-04,0.1
102.5,67.5,0.01,1.49E-03,0.1
102.5,72.5,0.01,6.69E-04,0.1
102.5,77.5,0.01,7.37E-04,0.1
102.5,82.5,0.01,1.11E-03,0.1
102.5,87.5,0.01,6.76E-04,0.1
102.5,92.5,0.01,1.31E-03,0.1
102.5,97.5,0.01,4.30E-04,0.1
102.5,102.5,0.01,6.20E-04,0.1
102.5,107.5,0.01,7.25E-04,0.1
102.5,112.5,0.01,3.96E-04,0.1
102.5,117.5,0.01,4.44E-04,0.1
107.5,-37.5,0.01,1.78E-03,0.1
107.5,-32.5,0.01,6.88E-04,0.1
107.5,-27.5,0.01,1.12E-03,0.1
107.5,-22.5,0.01,6.89E-04,0.1
107.5,-17.5,0.01,9.76E-04,0.1
107.5,-12.5,0.01,1.15E-03,0.1
107.5,-7.5,0.01,1.45E-03,0.1
107.5,-2.5,0.01,1.84E-03,0.1
107.5,2.5,0.01,1.92E-03,0.1
107.5,7.5,0.01,1.06E-03,0.1
107.5,12.5,0.01,1.18E-03,0.1
107.5,17.5,0.01,1.67E-03,0.1
107.5,22.5,0.01,1.38E-03,0.1
107.5,27.5,0.01,1.52E-03,0.1
107.5,32.5,0.01,1.51E-03,0.1
107.5,37.5,0.01,1.37E-03,0.1
107.5,42.5,0.01,9.94E-04,0.1
107.5,47.5,0.01,7.71E-04,0.1
107.5,52.5,0.01,4.22E-04,0.1
107.5,57.5,0.01,1.02E-03,0.1
107.5,62.5,0.01,7.47E-04,0.1
107.5,67.5,0.01,1.06E-03,0.1
107.5,72.5,0.01,1.30E-03,0.1
107.5,77.5,0.01,9.39E-04,0.1
107.5,82.5,0.01,5.86E-04,0.1
107.5,87.5,0.01,1.23E-03,0.1
107.5,92.5,0.01,1.88E-04,0.1
107.5,97.5,0.01,4.21E-04,0.1
107.5,102.5,0.01,8.27E-04,0.1
107.5,107.5,0.01,5.03E-04,0.1
107.5,112.5,0.01,1.16E-03,0.1
107.5,117.5,0.01,9.96E-04,0.1
112.5,-37.5,0.01,1.59E-03,0.1
112.5,-32.5,0.01,6.85E-04,0.1
112.5,-27.5,0.01,1.65E-03,0.1
112.5,-22.5,0.01,1.09E-03,0.1
112.5,-17.5,0.01,6.58E-04,0.1
112.5,-12.5,0.01,9.23E-04,0.1
112.5,-7.5,0.01,1.07E-03,0.1
112.5,-2.5,0.01,1.21E-03,0.1
112.5,2.5,0.01,1.01E-03,0.1
112.5,7.5,0.01,6.79E-04,0.1
112.5,12.5,0.01,1.43E-03,0.1
112.5,17.5,0.01,9.51E-04,0.1
112.5,22.5,0.01,1.23E-03,0.1
112.5,27.5,0.01,1.27E-03,0.1
112.5,32.5,0.01,7.17E-04,0.1
112.5,37.5,0.01,1.12E-03,0.1
112.5,42.5,0.01,1.46E-03,0.1
112.5,47.5,0.01,4.66E-04,0.1
112.5,52.5,0.01,8.24E-04,0.1
112.5,57.5,0.01,1.14E-03,0.1
112.5,62.5,0.01,1.23E-03,0.1
112.5,67.5,0.01,1.33E-03,0.1
112.5,72.5,0.01,1.32E-03,0.1
112.5,77.5,0.01,2.09E-04,0.1
112.5,82.5,0.01,1.86E-04,0.1
112.5,87.5,0.01,1.16E-03,0.1
112.5,92.5,0.01,6.12E-04,0.1
112.5,97.5,0.01,1.16E-03,0.1
112.5,102.5,0.01,8.85E-04,0.1
112.5,107.5,0.01,2.12E-06,0.1
112.5,112.5,0.01,7.66E-04,0.1
112.5,117.5,0.01,9.17E-04,0.1
117.5,-37.5,0.01,4.27E-04,0.1
117.5,-32.5,0.01,9.36E-04,0.1
117.5,-27.5,0.01,4.48E-04,0.1
117.5,-22.5,0.01,8.18E-04,0.1
117.5,-17.5,0.01,5.15E-04,0.1
117.5,-12.5,0.01,1.14E-03,0.1
117.5,-7.5,0.01,9.99E-04,0.1
117.5,-2.5,0.01,1.60E-03,0.1
117.5,2.5,0.01,1.38E-03,0.1
117.5,7.5,0.01,8.91E-04,0.1
117.5,12.5,0.01,1.72E-03,0.1
117.5,17.5,0.01,1.02E-03,0.1
117.5,22.5,0.01,6.13E-04,0.1
117.5,27.5,0.01,1.65E-03,0.1
117.5,32.5,0.01,5.61E-04,0.1
117.5,37.5,0.01,1.56E-03,0.1
117.5,42.5,0.01,9.46E-04,0.1
117.5,47.5,0.01,8.13E-04,0.1
117.5,52.5,0.01,1.09E-03,0.1
117.5,57.5,0.01,2.55E-04,0.1
117.5,62.5,0.01,3.76E-04,0.1
117.5,67.5,0.01,6.40E-04,0.1
117.5,72.5,0.01,5.49E-04,0.1
117.5,77.5,0.01,6.70E-04,0.1
117.5,82.5,0.01,8.93E-04,0.1
117.5,87.5,0.01,6.47E-05,0.1
117.5,92.5,0.01,2.44E-04,0.1
117.5,97.5,0.01,1.12E-03,0.1
117.5,102.5,0.01,8.92E-05,0.1
117.5,107.5,0.01,5.96E-04,0.1
117.5,112.5,0.01,-6.35E-05,0.1
117.5,117.5,0.01,8.02E-05,0.1
