 x[m],y[m],z[m],gv[mGal],Std_dev[mGal]
  1175.000,    625.000,     0.010,-0.6722E+00,  0.100
  1175.000,    675.000,     0.010,-0.8910E+00,  0.100
  1175.000,    725.000,     0.010,-0.8483E+00,  0.100
  1175.000,    775.000,     0.010,-0.7234E+00,  0.100
  1175.000,    825.000,     0.010,-0.8959E+00,  0.100
  1175.000,    875.000,     0.010,-0.5958E+00,  0.100
  1175.000,    925.000,     0.010,-0.3401E+00,  0.100
  1175.000,    975.000,     0.010,-0.2924E+00,  0.100
  1225.000,     25.000,     0.010, 0.6808E+00,  0.100
  1225.000,     75.000,     0.010, 0.1269E+01,  0.100
  1225.000,    125.000,     0.010, 0.1709E+01,  0.100
  1225.000,    175.000,     0.010, 0.2168E+01,  0.100
  1225.000,    225.000,     0.010, 0.2356E+01,  0.100
  1225.000,    275.000,     0.010, 0.2122E+01,  0.100
  1225.000,    325.000,     0.010, 0.1821E+01,  0.100
  1225.000,    375.000,     0.010, 0.1172E+01,  0.100
  1225.000,    425.000,     0.010, 0.5238E+00,  0.100
  1225.000,    475.000,     0.010, 0.2225E+00,  0.100
  1225.000,    525.000,     0.010,-0.8809E-01,  0.100
  1225.000,    575.000,     0.010,-0.3836E+00,  0.100
  1225.000,    625.000,     0.010,-0.6743E+00,  0.100
  1225.000,    675.000,     0.010,-0.1159E+01,  0.100
  1225.000,    725.000,     0.010,-0.1006E+01,  0.100
  1225.000,    775.000,     0.010,-0.1232E+01,  0.100
  1225.000,    825.000,     0.010,-0.8653E+00,  0.100
  1225.000,    875.000,     0.010,-0.4880E+00,  0.100
  1225.000,    925.000,     0.010,-0.5448E+00,  0.100
  1225.000,    975.000,     0.010,-0.3040E+00,  0.100
  1275.000,     25.000,     0.010, 0.8081E+00,  0.100
  1275.000,     75.000,     0.010, 0.8734E+00,  0.100
  1275.000,    125.000,     0.010, 0.1392E+01,  0.100
  1275.000,    175.000,     0.010, 0.1494E+01,  0.100
  1275.000,    225.000,     0.010, 0.1888E+01,  0.100
  1275.000,    275.000,     0.010, 0.1694E+01,  0.100
  1275.000,    325.000,     0.010, 0.1183E+01,  0.100
  1275.000,    375.000,     0.010, 0.1052E+01,  0.100
  1275.000,    425.000,     0.010, 0.5814E+00,  0.100
  1275.000,    475.000,     0.010, 0.3049E+00,  0.100
  1275.000,    525.000,     0.010,-0.2330E+00,  0.100
  1275.000,    575.000,     0.010,-0.3495E+00,  0.100
  1275.000,    625.000,     0.010,-0.6447E+00,  0.100
  1275.000,    675.000,     0.010,-0.1071E+01,  0.100
  1275.000,    725.000,     0.010,-0.1079E+01,  0.100
  1275.000,    775.000,     0.010,-0.1210E+01,  0.100
  1275.000,    825.000,     0.010,-0.9958E+00,  0.100
  1275.000,    875.000,     0.010,-0.6212E+00,  0.100
  1275.000,    925.000,     0.010,-0.4708E+00,  0.100
  1275.000,    975.000,     0.010,-0.3202E+00,  0.100
  1325.000,     25.000,     0.010, 0.6108E+00,  0.100
  1325.000,     75.000,     0.010, 0.7118E+00,  0.100
  1325.000,    125.000,     0.010, 0.8705E+00,  0.100
  1325.000,    175.000,     0.010, 0.9038E+00,  0.100
  1325.000,    225.000,     0.010, 0.1070E+01,  0.100
  1325.000,    275.000,     0.010, 0.8976E+00,  0.100
  1325.000,    325.000,     0.010, 0.7454E+00,  0.100
  1325.000,    375.000,     0.010, 0.4987E+00,  0.100
  1325.000,    425.000,     0.010, 0.2746E+00,  0.100
  1325.000,    475.000,     0.010, 0.1077E+00,  0.100
  1325.000,    525.000,     0.010,-0.2066E+00,  0.100
  1325.000,    575.000,     0.010,-0.5355E+00,  0.100
  1325.000,    625.000,     0.010,-0.6803E+00,  0.100
  1325.000,    675.000,     0.010,-0.9488E+00,  0.100
  1325.000,    725.000,     0.010,-0.1160E+01,  0.100
  1325.000,    775.000,     0.010,-0.8372E+00,  0.100
  1325.000,    825.000,     0.010,-0.7307E+00,  0.100
  1325.000,    875.000,     0.010,-0.6682E+00,  0.100
  1325.000,    925.000,     0.010,-0.4878E+00,  0.100
  1325.000,    975.000,     0.010,-0.1566E+00,  0.100
  1375.000,     25.000,     0.010, 0.5400E+00,  0.100
  1375.000,     75.000,     0.010, 0.5683E+00,  0.100
  1375.000,    125.000,     0.010, 0.5880E+00,  0.100
  1375.000,    175.000,     0.010, 0.4875E+00,  0.100
  1375.000,    225.000,     0.010, 0.5609E+00,  0.100
  1375.000,    275.000,     0.010, 0.7383E+00,  0.100
  1375.000,    325.000,     0.010, 0.5700E+00,  0.100
  1375.000,    375.000,     0.010, 0.2099E+00,  0.100
  1375.000,    425.000,     0.010, 0.1753E+00,  0.100
  1375.000,    475.000,     0.010, 0.7976E-01,  0.100
  1375.000,    525.000,     0.010,-0.3144E-01,  0.100
  1375.000,    575.000,     0.010,-0.1478E+00,  0.100
  1375.000,    625.000,     0.010,-0.6314E+00,  0.100
  1375.000,    675.000,     0.010,-0.7586E+00,  0.100
  1375.000,    725.000,     0.010,-0.7298E+00,  0.100
  1375.000,    775.000,     0.010,-0.7719E+00,  0.100
  1375.000,    825.000,     0.010,-0.6040E+00,  0.100
  1375.000,    875.000,     0.010,-0.5351E+00,  0.100
  1375.000,    925.000,     0.010,-0.5030E+00,  0.100
  1375.000,    975.000,     0.010,-0.1805E+00,  0.100
  1425.000,     25.000,     0.010, 0.2011E+00,  0.100
  1425.000,     75.000,     0.010, 0.2329E+00,  0.100
  1425.000,    125.000,     0.010, 0.5221E+00,  0.100
  1425.000,    175.000,     0.010, 0.4618E+00,  0.100
  1425.000,    225.000,     0.010, 0.3353E+00,  0.100
  1425.000,    275.000,     0.010, 0.2135E+00,  0.100
  1425.000,    325.000,     0.010, 0.2980E+00,  0.100
  1425.000,    375.000,     0.010, 0.1076E+00,  0.100
  1425.000,    425.000,     0.010, 0.1203E+00,  0.100
  1425.000,    475.000,     0.010, 0.4324E-01,  0.100
  1425.000,    525.000,     0.010,-0.2513E+00,  0.100
  1425.000,    575.000,     0.010,-0.1775E+00,  0.100
  1425.000,    625.000,     0.010,-0.4339E+00,  0.100
  1425.000,    675.000,     0.010,-0.5012E+00,  0.100
  1425.000,    725.000,     0.010,-0.5097E+00,  0.100
  1425.000,    775.000,     0.010,-0.5309E+00,  0.100
  1425.000,    825.000,     0.010,-0.3867E+00,  0.100
  1425.000,    875.000,     0.010,-0.4641E+00,  0.100
  1425.000,    925.000,     0.010,-0.1890E+00,  0.100
  1425.000,    975.000,     0.010,-0.2694E+00,  0.100
  1475.000,     25.000,     0.010, 0.4282E+00,  0.100
  1475.000,     75.000,     0.010, 0.1800E+00,  0.100
  1475.000,    125.000,     0.010, 0.3941E+00,  0.100
  1475.000,    175.000,     0.010, 0.1726E+00,  0.100
  1475.000,    225.000,     0.010, 0.1311E+00,  0.100
  1475.000,    275.000,     0.010, 0.1423E+00,  0.100
  1475.000,    325.000,     0.010, 0.3757E+00,  0.100
  1475.000,    375.000,     0.010, 0.1948E+00,  0.100
  1475.000,    425.000,     0.010, 0.2412E+00,  0.100
  1475.000,    475.000,     0.010, 0.2198E+00,  0.100
  1475.000,    525.000,     0.010,-0.2095E+00,  0.100
  1475.000,    575.000,     0.010,-0.3050E+00,  0.100
  1475.000,    625.000,     0.010,-0.2150E+00,  0.100
  1475.000,    675.000,     0.010,-0.1522E+00,  0.100
  1475.000,    725.000,     0.010,-0.4162E+00,  0.100
  1475.000,    775.000,     0.010,-0.4061E+00,  0.100
  1475.000,    825.000,     0.010,-0.2134E+00,  0.100
  1475.000,    875.000,     0.010,-0.1257E+00,  0.100
  1475.000,    925.000,     0.010,-0.4026E-02,  0.100
  1475.000,    975.000,     0.010,-0.1431E+00,  0.100
