z_mts
1359.358442
1354.996844
1351.72112
1348.535713
1346.134166
1344.456625
1343.46376
1342.758231
1342.164375
1341.439493
1341.949178
1343.729979
1344.594629
1345.42084
1345.645182
1345.98379
1346.8405
1348.026885
1350.001387
1352.014688
1353.81829
1356.633481
1361.24356
1369.029413
1381.817031
1399.803798
1426.226671
1453.777142
1363.762649
1357.910802
1353.864428
1349.943165
1346.994719
1344.699574
1343.783973
1343.642237
1342.993288
1341.982976
1342.560121
1344.334164
1345.474534
1346.544745
1347.063978
1347.569904
1348.401154
1349.650185
1351.600966
1353.826136
1356.20189
1359.523954
1364.655759
1373.751362
1388.727418
1409.081502
1437.67311
1468.945319
1367.694593
1361.125189
1356.089606
1351.440454
1347.976703
1345.529975
1344.512782
1344.319931
1343.766557
1342.970177
1343.409676
1344.613113
1345.761275
1346.872096
1347.661505
1348.414492
1349.543529
1351.167462
1353.321488
1355.841924
1358.85431
1362.944648
1368.689945
1378.572187
1395.15902
1417.333736
1448.634631
1481.564796
1371.267084
1363.65377
1357.848478
1352.610746
1348.940097
1346.525579
1345.327903
1344.962609
1344.360986
1343.926877
1343.855159
1344.244763
1345.280422
1346.427205
1347.379682
1348.539791
1350.224794
1352.415932
1354.805909
1357.836097
1361.735976
1366.467078
1372.696643
1383.847735
1402.164553
1426.979148
1459.563148
1493.05249
1373.933238
1366.000174
1359.693235
1353.946791
1349.982286
1347.253137
1345.633427
1344.729139
1344.20112
1343.998899
1343.782081
1343.730972
1344.311991
1345.070457
1346.05567
1347.270332
1349.276078
1351.758064
1354.516371
1357.894336
1362.797225
1368.745518
1376.530817
1389.153658
1408.956806
1435.209201
1467.940991
1500.122975
1376.691208
1368.234422
1361.767873
1355.734965
1351.361213
1348.148381
1345.951887
1344.501551
1343.736131
1343.288282
1342.229431
1341.870187
1341.405955
1342.201516
1342.832368
1344.503605
1346.697899
1349.731424
1352.533055
1356.889473
1363.313525
1370.938928
1380.723698
1395.777399
1416.872349
1444.780598
1476.291948
1506.676395
1381.306079
1371.747035
1364.43813
1358.004229
1353.021676
1349.199825
1346.570734
1344.634271
1342.778187
1340.749036
1337.667974
1335.198801
1334.775749
1334.918662
1336.149367
1337.999177
1340.811247
1344.079565
1348.50624
1354.247583
1362.307454
1372.273686
1385.827721
1403.986081
1427.650719
1455.852137
1486.474643
1512.244294
1386.736428
1376.24331
1367.945271
1360.712948
1355.009189
1350.826563
1347.847336
1345.181512
1341.726654
1337.141322
1331.645527
1326.992762
1325.915376
1326.399828
1328.092505
1330.773197
1333.810852
1337.936609
1344.210641
1352.362417
1362.512254
1375.713632
1392.859789
1413.802118
1438.751326
1467.105402
1496.720604
1517.796769
1392.40499
1381.394169
1371.679175
1363.373661
1357.32054
1353.427441
1350.052534
1346.253278
1339.949214
1332.046014
1324.442477
1318.805873
1317.128781
1317.879161
1320.500351
1323.759578
1327.892344
1332.863668
1341.499567
1352.602087
1365.843353
1381.572631
1400.391737
1422.36609
1448.435843
1474.658088
1500.404823
1518.208589
1401.10111
1387.636403
1375.295425
1365.43488
1358.710887
1355.033027
1350.997284
1345.501903
1336.637203
1325.823746
1317.479884
1311.683787
1310.775072
1312.392147
1315.452903
1319.123348
1323.693499
1329.742038
1341.516684
1355.737079
1371.855931
1388.73595
1406.85211
1427.854265
1453.819474
1476.891966
1500.690601
1515.657505
1412.744956
1394.274849
1377.910941
1366.045816
1358.583337
1354.477921
1349.296421
1341.519492
1330.987671
1319.423595
1311.99267
1308.506338
1308.514001
1310.989691
1313.422844
1316.617139
1319.977999
1325.946614
1338.324828
1354.67483
1374.71129
1392.491017
1409.440629
1426.477808
1444.927642
1466.868201
1487.26928
1503.560746
1425.750761
1401.72702
1381.25481
1367.681796
1359.122738
1354.045747
1347.029179
1336.641598
1324.996461
1313.537204
1307.7646
1306.413575
1307.365476
1310.158398
1312.447637
1315.078801
1317.417293
1323.229195
1336.235707
1352.801603
1375.475088
1391.743956
1408.967874
1421.586507
1435.511921
1456.131718
1474.350052
1492.148514
1437.81264
1409.297184
1385.993072
1371.221412
1361.358048
1354.269645
1344.503329
1331.507646
1319.470469
1309.653867
1305.100874
1305.026129
1306.02847
1308.110933
1309.963097
1312.20131
1315.263911
1320.993658
1330.840595
1344.223828
1358.707937
1374.354918
1390.830124
1408.60904
1427.355819
1450.390337
1470.891799
1484.905076
1448.413478
1416.671389
1391.072904
1374.535201
1362.277945
1352.155663
1339.987534
1325.698237
1314.371243
1306.505175
1303.538348
1304.356644
1305.172435
1306.595015
1308.03141
1309.90374
1313.361641
1318.462371
1326.584579
1335.985461
1346.629116
1361.276168
1379.935415
1401.53064
1423.612923
1449.40227
1469.912482
1481.269075
1455.581075
1423.114596
1396.584926
1377.184734
1361.310277
1347.291198
1333.414826
1319.661802
1310.08645
1304.818926
1303.111903
1304.38938
1304.788424
1305.458631
1306.527835
1308.17491
1311.515454
1316.044977
1321.795052
1328.909566
1336.790473
1352.227607
1373.436897
1400.762636
1430.938128
1456.865985
1476.640719
1481.339
1460.173047
1429.115789
1402.104507
1378.850591
1359.075467
1341.888515
1327.204004
1314.987723
1307.324604
1304.038158
1303.233182
1304.452438
1304.868331
1305.274466
1306.024747
1307.408832
1310.515587
1313.976061
1318.722886
1323.785091
1330.791293
1347.544965
1371.045279
1402.473011
1435.535938
1461.220041
1479.532127
1479.672365
1462.104541
1433.506994
1406.306743
1378.750664
1355.854233
1336.769661
1322.530412
1312.582002
1306.460076
1304.603742
1303.808698
1304.697567
1305.295119
1305.782237
1306.267472
1307.247812
1309.063609
1311.42584
1314.997487
1319.662224
1327.528532
1346.505946
1373.694654
1405.53172
1436.967885
1459.839975
1473.439761
1471.756718
1453.898965
1428.924537
1403.953281
1377.465533
1354.536929
1335.39445
1321.123066
1311.445048
1305.804815
1304.193103
1304.021195
1305.093219
1305.667339
1305.995379
1306.410181
1307.161861
1308.371723
1309.760256
1312.548055
1316.654765
1325.445757
1346.509722
1375.634388
1407.108444
1435.329862
1454.118085
1463.050012
1459.77366
1442.960058
1421.374166
1399.013302
1376.054776
1355.440145
1337.366748
1323.068969
1312.065396
1305.719645
1303.959836
1304.225733
1305.735432
1305.994374
1306.012685
1306.483039
1307.157122
1308.173741
1309.029839
1310.387734
1314.219973
1323.319366
1346.290801
1378.385773
1407.253848
1431.293107
1443.532402
1446.439066
1441.684419
1441.402512
1417.157616
1395.755696
1377.380136
1360.063728
1343.784686
1328.10774
1313.895929
1306.089694
1304.151479
1304.418439
1305.761113
1306.478603
1306.743952
1306.937004
1307.377886
1308.136427
1308.515556
1309.392935
1314.024222
1324.833634
1348.140441
1378.382417
1403.421993
1421.607075
1429.656716
1428.980843
1424.090394
1445.259944
1417.955969
1395.858989
1381.672121
1366.856501
1351.639248
1333.66807
1314.941127
1306.274852
1304.856194
1304.727938
1305.980989
1307.071325
1307.789266
1307.674004
1308.033967
1308.98703
1309.445375
1310.591592
1315.960494
1326.72119
1348.465747
1377.047339
1396.571691
1409.433091
1413.728648
1411.656628
1406.599931
1453.946117
1423.393239
1398.981359
1383.104579
1368.52789
1353.77698
1335.676017
1316.800428
1306.75454
1304.614396
1304.647607
1305.994656
1307.429161
1308.33488
1308.520246
1309.319441
1310.775163
1311.768692
1313.527825
1318.89414
1329.614997
