 x[m],y[m],z[m],gv[mGal],Std_dev[mGal]
  1175.000,    625.000,     0.010,-0.5659E+00,  0.100
  1175.000,    675.000,     0.010,-0.7964E+00,  0.100
  1175.000,    725.000,     0.010,-0.9013E+00,  0.100
  1175.000,    775.000,     0.010,-0.8761E+00,  0.100
  1175.000,    825.000,     0.010,-0.7326E+00,  0.100
  1175.000,    875.000,     0.010,-0.5209E+00,  0.100
  1175.000,    925.000,     0.010,-0.3226E+00,  0.100
  1175.000,    975.000,     0.010,-0.1785E+00,  0.100
  1225.000,     25.000,     0.010, 0.8652E+00,  0.100
  1225.000,     75.000,     0.010, 0.1276E+01,  0.100
  1225.000,    125.000,     0.010, 0.1815E+01,  0.100
  1225.000,    175.000,     0.010, 0.2159E+01,  0.100
  1225.000,    225.000,     0.010, 0.2251E+01,  0.100
  1225.000,    275.000,     0.010, 0.2125E+01,  0.100
  1225.000,    325.000,     0.010, 0.1741E+01,  0.100
  1225.000,    375.000,     0.010, 0.1147E+01,  0.100
  1225.000,    425.000,     0.010, 0.6555E+00,  0.100
  1225.000,    475.000,     0.010, 0.2896E+00,  0.100
  1225.000,    525.000,     0.010,-0.4691E-01,  0.100
  1225.000,    575.000,     0.010,-0.4047E+00,  0.100
  1225.000,    625.000,     0.010,-0.7568E+00,  0.100
  1225.000,    675.000,     0.010,-0.1015E+01,  0.100
  1225.000,    725.000,     0.010,-0.1126E+01,  0.100
  1225.000,    775.000,     0.010,-0.1086E+01,  0.100
  1225.000,    825.000,     0.010,-0.9053E+00,  0.100
  1225.000,    875.000,     0.010,-0.6445E+00,  0.100
  1225.000,    925.000,     0.010,-0.4040E+00,  0.100
  1225.000,    975.000,     0.010,-0.2324E+00,  0.100
  1275.000,     25.000,     0.010, 0.7076E+00,  0.100
  1275.000,     75.000,     0.010, 0.1009E+01,  0.100
  1275.000,    125.000,     0.010, 0.1403E+01,  0.100
  1275.000,    175.000,     0.010, 0.1650E+01,  0.100
  1275.000,    225.000,     0.010, 0.1713E+01,  0.100
  1275.000,    275.000,     0.010, 0.1614E+01,  0.100
  1275.000,    325.000,     0.010, 0.1324E+01,  0.100
  1275.000,    375.000,     0.010, 0.8731E+00,  0.100
  1275.000,    425.000,     0.010, 0.4882E+00,  0.100
  1275.000,    475.000,     0.010, 0.1801E+00,  0.100
  1275.000,    525.000,     0.010,-0.1254E+00,  0.100
  1275.000,    575.000,     0.010,-0.4654E+00,  0.100
  1275.000,    625.000,     0.010,-0.8066E+00,  0.100
  1275.000,    675.000,     0.010,-0.1057E+01,  0.100
  1275.000,    725.000,     0.010,-0.1164E+01,  0.100
  1275.000,    775.000,     0.010,-0.1119E+01,  0.100
  1275.000,    825.000,     0.010,-0.9350E+00,  0.100
  1275.000,    875.000,     0.010,-0.6710E+00,  0.100
  1275.000,    925.000,     0.010,-0.4275E+00,  0.100
  1275.000,    975.000,     0.010,-0.2531E+00,  0.100
  1325.000,     25.000,     0.010, 0.5466E+00,  0.100
  1325.000,     75.000,     0.010, 0.7180E+00,  0.100
  1325.000,    125.000,     0.010, 0.9168E+00,  0.100
  1325.000,    175.000,     0.010, 0.1047E+01,  0.100
  1325.000,    225.000,     0.010, 0.1077E+01,  0.100
  1325.000,    275.000,     0.010, 0.1011E+01,  0.100
  1325.000,    325.000,     0.010, 0.8388E+00,  0.100
  1325.000,    375.000,     0.010, 0.5849E+00,  0.100
  1325.000,    425.000,     0.010, 0.3358E+00,  0.100
  1325.000,    475.000,     0.010, 0.1026E+00,  0.100
  1325.000,    525.000,     0.010,-0.1468E+00,  0.100
  1325.000,    575.000,     0.010,-0.4299E+00,  0.100
  1325.000,    625.000,     0.010,-0.7144E+00,  0.100
  1325.000,    675.000,     0.010,-0.9241E+00,  0.100
  1325.000,    725.000,     0.010,-0.1014E+01,  0.100
  1325.000,    775.000,     0.010,-0.9765E+00,  0.100
  1325.000,    825.000,     0.010,-0.8225E+00,  0.100
  1325.000,    875.000,     0.010,-0.6011E+00,  0.100
  1325.000,    925.000,     0.010,-0.3936E+00,  0.100
  1325.000,    975.000,     0.010,-0.2410E+00,  0.100
  1375.000,     25.000,     0.010, 0.4129E+00,  0.100
  1375.000,     75.000,     0.010, 0.4987E+00,  0.100
  1375.000,    125.000,     0.010, 0.5839E+00,  0.100
  1375.000,    175.000,     0.010, 0.6397E+00,  0.100
  1375.000,    225.000,     0.010, 0.6487E+00,  0.100
  1375.000,    275.000,     0.010, 0.6059E+00,  0.100
  1375.000,    325.000,     0.010, 0.5113E+00,  0.100
  1375.000,    375.000,     0.010, 0.3770E+00,  0.100
  1375.000,    425.000,     0.010, 0.2243E+00,  0.100
  1375.000,    475.000,     0.010, 0.5970E-01,  0.100
  1375.000,    525.000,     0.010,-0.1247E+00,  0.100
  1375.000,    575.000,     0.010,-0.3308E+00,  0.100
  1375.000,    625.000,     0.010,-0.5330E+00,  0.100
  1375.000,    675.000,     0.010,-0.6834E+00,  0.100
  1375.000,    725.000,     0.010,-0.7504E+00,  0.100
  1375.000,    775.000,     0.010,-0.7270E+00,  0.100
  1375.000,    825.000,     0.010,-0.6222E+00,  0.100
  1375.000,    875.000,     0.010,-0.4702E+00,  0.100
  1375.000,    925.000,     0.010,-0.3216E+00,  0.100
  1375.000,    975.000,     0.010,-0.2055E+00,  0.100
  1425.000,     25.000,     0.010, 0.3142E+00,  0.100
  1425.000,     75.000,     0.010, 0.3587E+00,  0.100
  1425.000,    125.000,     0.010, 0.3977E+00,  0.100
  1425.000,    175.000,     0.010, 0.4208E+00,  0.100
  1425.000,    225.000,     0.010, 0.4197E+00,  0.100
  1425.000,    275.000,     0.010, 0.3905E+00,  0.100
  1425.000,    325.000,     0.010, 0.3336E+00,  0.100
  1425.000,    375.000,     0.010, 0.2531E+00,  0.100
  1425.000,    425.000,     0.010, 0.1550E+00,  0.100
  1425.000,    475.000,     0.010, 0.4238E-01,  0.100
  1425.000,    525.000,     0.010,-0.8462E-01,  0.100
  1425.000,    575.000,     0.010,-0.2213E+00,  0.100
  1425.000,    625.000,     0.010,-0.3508E+00,  0.100
  1425.000,    675.000,     0.010,-0.4479E+00,  0.100
  1425.000,    725.000,     0.010,-0.4939E+00,  0.100
  1425.000,    775.000,     0.010,-0.4835E+00,  0.100
  1425.000,    825.000,     0.010,-0.4233E+00,  0.100
  1425.000,    875.000,     0.010,-0.3331E+00,  0.100
  1425.000,    925.000,     0.010,-0.2395E+00,  0.100
  1425.000,    975.000,     0.010,-0.1603E+00,  0.100
  1475.000,     25.000,     0.010, 0.2435E+00,  0.100
  1475.000,     75.000,     0.010, 0.2678E+00,  0.100
  1475.000,    125.000,     0.010, 0.2868E+00,  0.100
  1475.000,    175.000,     0.010, 0.2959E+00,  0.100
  1475.000,    225.000,     0.010, 0.2910E+00,  0.100
  1475.000,    275.000,     0.010, 0.2700E+00,  0.100
  1475.000,    325.000,     0.010, 0.2324E+00,  0.100
  1475.000,    375.000,     0.010, 0.1799E+00,  0.100
  1475.000,    425.000,     0.010, 0.1146E+00,  0.100
  1475.000,    475.000,     0.010, 0.3853E-01,  0.100
  1475.000,    525.000,     0.010,-0.4597E-01,  0.100
  1475.000,    575.000,     0.010,-0.1336E+00,  0.100
  1475.000,    625.000,     0.010,-0.2143E+00,  0.100
  1475.000,    675.000,     0.010,-0.2751E+00,  0.100
  1475.000,    725.000,     0.010,-0.3061E+00,  0.100
  1475.000,    775.000,     0.010,-0.3039E+00,  0.100
  1475.000,    825.000,     0.010,-0.2726E+00,  0.100
  1475.000,    875.000,     0.010,-0.2226E+00,  0.100
  1475.000,    925.000,     0.010,-0.1672E+00,  0.100
  1475.000,    975.000,     0.010,-0.1166E+00,  0.100
