 x[m],y[m],z[m],mg[nT],Std_dev[nT]
  1175.000,    775.000,     0.010,-0.2457E+02,  0.100
  1175.000,    825.000,     0.010, 0.1572E+02,  0.100
  1175.000,    875.000,     0.010, 0.3571E+02,  0.100
  1175.000,    925.000,     0.010, 0.3234E+02,  0.100
  1175.000,    975.000,     0.010, 0.2205E+02,  0.100
  1225.000,     25.000,     0.010, 0.8676E+02,  0.100
  1225.000,     75.000,     0.010, 0.1491E+03,  0.100
  1225.000,    125.000,     0.010, 0.1495E+03,  0.100
  1225.000,    175.000,     0.010, 0.7893E+02,  0.100
  1225.000,    225.000,     0.010, 0.1962E+02,  0.100
  1225.000,    275.000,     0.010,-0.4383E+02,  0.100
  1225.000,    325.000,     0.010,-0.1291E+03,  0.100
  1225.000,    375.000,     0.010,-0.1546E+03,  0.100
  1225.000,    425.000,     0.010,-0.1171E+03,  0.100
  1225.000,    475.000,     0.010,-0.1067E+03,  0.100
  1225.000,    525.000,     0.010,-0.1199E+03,  0.100
  1225.000,    575.000,     0.010,-0.1398E+03,  0.100
  1225.000,    625.000,     0.010,-0.1387E+03,  0.100
  1225.000,    675.000,     0.010,-0.1090E+03,  0.100
  1225.000,    725.000,     0.010,-0.6704E+02,  0.100
  1225.000,    775.000,     0.010,-0.1977E+02,  0.100
  1225.000,    825.000,     0.010, 0.2474E+02,  0.100
  1225.000,    875.000,     0.010, 0.4500E+02,  0.100
  1225.000,    925.000,     0.010, 0.3843E+02,  0.100
  1225.000,    975.000,     0.010, 0.2530E+02,  0.100
  1275.000,     25.000,     0.010, 0.4797E+02,  0.100
  1275.000,     75.000,     0.010, 0.8134E+02,  0.100
  1275.000,    125.000,     0.010, 0.7002E+02,  0.100
  1275.000,    175.000,     0.010, 0.1390E+02,  0.100
  1275.000,    225.000,     0.010,-0.2823E+02,  0.100
  1275.000,    275.000,     0.010,-0.6883E+02,  0.100
  1275.000,    325.000,     0.010,-0.1208E+03,  0.100
  1275.000,    375.000,     0.010,-0.1296E+03,  0.100
  1275.000,    425.000,     0.010,-0.9923E+02,  0.100
  1275.000,    475.000,     0.010,-0.9357E+02,  0.100
  1275.000,    525.000,     0.010,-0.1069E+03,  0.100
  1275.000,    575.000,     0.010,-0.1245E+03,  0.100
  1275.000,    625.000,     0.010,-0.1209E+03,  0.100
  1275.000,    675.000,     0.010,-0.9079E+02,  0.100
  1275.000,    725.000,     0.010,-0.5044E+02,  0.100
  1275.000,    775.000,     0.010,-0.6634E+01,  0.100
  1275.000,    825.000,     0.010, 0.3319E+02,  0.100
  1275.000,    875.000,     0.010, 0.4914E+02,  0.100
  1275.000,    925.000,     0.010, 0.4004E+02,  0.100
  1275.000,    975.000,     0.010, 0.2588E+02,  0.100
  1325.000,     25.000,     0.010, 0.1335E+02,  0.100
  1325.000,     75.000,     0.010, 0.1169E+02,  0.100
  1325.000,    125.000,     0.010,-0.1295E+02,  0.100
  1325.000,    175.000,     0.010,-0.4719E+02,  0.100
  1325.000,    225.000,     0.010,-0.7182E+02,  0.100
  1325.000,    275.000,     0.010,-0.9047E+02,  0.100
  1325.000,    325.000,     0.010,-0.1029E+03,  0.100
  1325.000,    375.000,     0.010,-0.9288E+02,  0.100
  1325.000,    425.000,     0.010,-0.7607E+02,  0.100
  1325.000,    475.000,     0.010,-0.7359E+02,  0.100
  1325.000,    525.000,     0.010,-0.8203E+02,  0.100
  1325.000,    575.000,     0.010,-0.9107E+02,  0.100
  1325.000,    625.000,     0.010,-0.8301E+02,  0.100
  1325.000,    675.000,     0.010,-0.5579E+02,  0.100
  1325.000,    725.000,     0.010,-0.2260E+02,  0.100
  1325.000,    775.000,     0.010, 0.1091E+02,  0.100
  1325.000,    825.000,     0.010, 0.3877E+02,  0.100
  1325.000,    875.000,     0.010, 0.4713E+02,  0.100
  1325.000,    925.000,     0.010, 0.3697E+02,  0.100
  1325.000,    975.000,     0.010, 0.2389E+02,  0.100
  1375.000,     25.000,     0.010,-0.5173E+01,  0.100
  1375.000,     75.000,     0.010,-0.1514E+02,  0.100
  1375.000,    125.000,     0.010,-0.3213E+02,  0.100
  1375.000,    175.000,     0.010,-0.4971E+02,  0.100
  1375.000,    225.000,     0.010,-0.6236E+02,  0.100
  1375.000,    275.000,     0.010,-0.6933E+02,  0.100
  1375.000,    325.000,     0.010,-0.6929E+02,  0.100
  1375.000,    375.000,     0.010,-0.6194E+02,  0.100
  1375.000,    425.000,     0.010,-0.5447E+02,  0.100
  1375.000,    475.000,     0.010,-0.5225E+02,  0.100
  1375.000,    525.000,     0.010,-0.5369E+02,  0.100
  1375.000,    575.000,     0.010,-0.5255E+02,  0.100
  1375.000,    625.000,     0.010,-0.4061E+02,  0.100
  1375.000,    675.000,     0.010,-0.1899E+02,  0.100
  1375.000,    725.000,     0.010, 0.4407E+01,  0.100
  1375.000,    775.000,     0.010, 0.2522E+02,  0.100
  1375.000,    825.000,     0.010, 0.3904E+02,  0.100
  1375.000,    875.000,     0.010, 0.3989E+02,  0.100
  1375.000,    925.000,     0.010, 0.3064E+02,  0.100
  1375.000,    975.000,     0.010, 0.2021E+02,  0.100
  1425.000,     25.000,     0.010,-0.1132E+02,  0.100
  1425.000,     75.000,     0.010,-0.1902E+02,  0.100
  1425.000,    125.000,     0.010,-0.2865E+02,  0.100
  1425.000,    175.000,     0.010,-0.3773E+02,  0.100
  1425.000,    225.000,     0.010,-0.4408E+02,  0.100
  1425.000,    275.000,     0.010,-0.4679E+02,  0.100
  1425.000,    325.000,     0.010,-0.4566E+02,  0.100
  1425.000,    375.000,     0.010,-0.4176E+02,  0.100
  1425.000,    425.000,     0.010,-0.3752E+02,  0.100
  1425.000,    475.000,     0.010,-0.3435E+02,  0.100
  1425.000,    525.000,     0.010,-0.3116E+02,  0.100
  1425.000,    575.000,     0.010,-0.2496E+02,  0.100
  1425.000,    625.000,     0.010,-0.1338E+02,  0.100
  1425.000,    675.000,     0.010, 0.1748E+01,  0.100
  1425.000,    725.000,     0.010, 0.1637E+02,  0.100
  1425.000,    775.000,     0.010, 0.2748E+02,  0.100
  1425.000,    825.000,     0.010, 0.3260E+02,  0.100
  1425.000,    875.000,     0.010, 0.3039E+02,  0.100
  1425.000,    925.000,     0.010, 0.2346E+02,  0.100
  1425.000,    975.000,     0.010, 0.1603E+02,  0.100
  1475.000,     25.000,     0.010,-0.1219E+02,  0.100
  1475.000,     75.000,     0.010,-0.1729E+02,  0.100
  1475.000,    125.000,     0.010,-0.2284E+02,  0.100
  1475.000,    175.000,     0.010,-0.2774E+02,  0.100
  1475.000,    225.000,     0.010,-0.3100E+02,  0.100
  1475.000,    275.000,     0.010,-0.3212E+02,  0.100
  1475.000,    325.000,     0.010,-0.3113E+02,  0.100
  1475.000,    375.000,     0.010,-0.2859E+02,  0.100
  1475.000,    425.000,     0.010,-0.2535E+02,  0.100
  1475.000,    475.000,     0.010,-0.2171E+02,  0.100
  1475.000,    525.000,     0.010,-0.1710E+02,  0.100
  1475.000,    575.000,     0.010,-0.1049E+02,  0.100
  1475.000,    625.000,     0.010,-0.1595E+01,  0.100
  1475.000,    675.000,     0.010, 0.8222E+01,  0.100
  1475.000,    725.000,     0.010, 0.1684E+02,  0.100
  1475.000,    775.000,     0.010, 0.2251E+02,  0.100
  1475.000,    825.000,     0.010, 0.2415E+02,  0.100
  1475.000,    875.000,     0.010, 0.2184E+02,  0.100
  1475.000,    925.000,     0.010, 0.1719E+02,  0.100
  1475.000,    975.000,     0.010, 0.1221E+02,  0.100
