 x[m],y[m],z[m],mg[nT],Std_dev[nT]
  1175.000,    775.000,     0.010,-0.4239E+02,  0.100
  1175.000,    825.000,     0.010, 0.3071E+02,  0.100
  1175.000,    875.000,     0.010, 0.4820E+02,  0.100
  1175.000,    925.000,     0.010, 0.4719E+02,  0.100
  1175.000,    975.000,     0.010, 0.5542E+01,  0.100
  1225.000,     25.000,     0.010, 0.9827E+02,  0.100
  1225.000,     75.000,     0.010, 0.1532E+03,  0.100
  1225.000,    125.000,     0.010, 0.1372E+03,  0.100
  1225.000,    175.000,     0.010, 0.8605E+02,  0.100
  1225.000,    225.000,     0.010, 0.3592E+02,  0.100
  1225.000,    275.000,     0.010,-0.3724E+02,  0.100
  1225.000,    325.000,     0.010,-0.1441E+03,  0.100
  1225.000,    375.000,     0.010,-0.1519E+03,  0.100
  1225.000,    425.000,     0.010,-0.1219E+03,  0.100
  1225.000,    475.000,     0.010,-0.1139E+03,  0.100
  1225.000,    525.000,     0.010,-0.1243E+03,  0.100
  1225.000,    575.000,     0.010,-0.1462E+03,  0.100
  1225.000,    625.000,     0.010,-0.1460E+03,  0.100
  1225.000,    675.000,     0.010,-0.1053E+03,  0.100
  1225.000,    725.000,     0.010,-0.6231E+02,  0.100
  1225.000,    775.000,     0.010,-0.2495E+02,  0.100
  1225.000,    825.000,     0.010, 0.1610E+02,  0.100
  1225.000,    875.000,     0.010, 0.5312E+02,  0.100
  1225.000,    925.000,     0.010, 0.2755E+02,  0.100
  1225.000,    975.000,     0.010, 0.9539E+01,  0.100
  1275.000,     25.000,     0.010, 0.6584E+02,  0.100
  1275.000,     75.000,     0.010, 0.7402E+02,  0.100
  1275.000,    125.000,     0.010, 0.8905E+02,  0.100
  1275.000,    175.000,     0.010, 0.1723E+02,  0.100
  1275.000,    225.000,     0.010,-0.1132E+02,  0.100
  1275.000,    275.000,     0.010,-0.8527E+02,  0.100
  1275.000,    325.000,     0.010,-0.1379E+03,  0.100
  1275.000,    375.000,     0.010,-0.1290E+03,  0.100
  1275.000,    425.000,     0.010,-0.8390E+02,  0.100
  1275.000,    475.000,     0.010,-0.9215E+02,  0.100
  1275.000,    525.000,     0.010,-0.9874E+02,  0.100
  1275.000,    575.000,     0.010,-0.1124E+03,  0.100
  1275.000,    625.000,     0.010,-0.1325E+03,  0.100
  1275.000,    675.000,     0.010,-0.8173E+02,  0.100
  1275.000,    725.000,     0.010,-0.4310E+02,  0.100
  1275.000,    775.000,     0.010,-0.2482E+02,  0.100
  1275.000,    825.000,     0.010, 0.2192E+02,  0.100
  1275.000,    875.000,     0.010, 0.6386E+02,  0.100
  1275.000,    925.000,     0.010, 0.4240E+02,  0.100
  1275.000,    975.000,     0.010, 0.2713E+02,  0.100
  1325.000,     25.000,     0.010, 0.1332E+02,  0.100
  1325.000,     75.000,     0.010, 0.9087E+01,  0.100
  1325.000,    125.000,     0.010,-0.8504E+01,  0.100
  1325.000,    175.000,     0.010,-0.4497E+02,  0.100
  1325.000,    225.000,     0.010,-0.6766E+02,  0.100
  1325.000,    275.000,     0.010,-0.8073E+02,  0.100
  1325.000,    325.000,     0.010,-0.8968E+02,  0.100
  1325.000,    375.000,     0.010,-0.8390E+02,  0.100
  1325.000,    425.000,     0.010,-0.8228E+02,  0.100
  1325.000,    475.000,     0.010,-0.8648E+02,  0.100
  1325.000,    525.000,     0.010,-0.6630E+02,  0.100
  1325.000,    575.000,     0.010,-0.7813E+02,  0.100
  1325.000,    625.000,     0.010,-0.6916E+02,  0.100
  1325.000,    675.000,     0.010,-0.6059E+02,  0.100
  1325.000,    725.000,     0.010,-0.1412E+02,  0.100
  1325.000,    775.000,     0.010, 0.1139E+02,  0.100
  1325.000,    825.000,     0.010, 0.3722E+02,  0.100
  1325.000,    875.000,     0.010, 0.4247E+02,  0.100
  1325.000,    925.000,     0.010, 0.5356E+02,  0.100
  1325.000,    975.000,     0.010, 0.1319E+02,  0.100
  1375.000,     25.000,     0.010, 0.3681E+01,  0.100
  1375.000,     75.000,     0.010,-0.1629E+02,  0.100
  1375.000,    125.000,     0.010,-0.4647E+02,  0.100
  1375.000,    175.000,     0.010,-0.4774E+02,  0.100
  1375.000,    225.000,     0.010,-0.5928E+02,  0.100
  1375.000,    275.000,     0.010,-0.6717E+02,  0.100
  1375.000,    325.000,     0.010,-0.5670E+02,  0.100
  1375.000,    375.000,     0.010,-0.5973E+02,  0.100
  1375.000,    425.000,     0.010,-0.5293E+02,  0.100
  1375.000,    475.000,     0.010,-0.3821E+02,  0.100
  1375.000,    525.000,     0.010,-0.5707E+02,  0.100
  1375.000,    575.000,     0.010,-0.3650E+02,  0.100
  1375.000,    625.000,     0.010,-0.3549E+02,  0.100
  1375.000,    675.000,     0.010,-0.2291E+02,  0.100
  1375.000,    725.000,     0.010, 0.3354E+01,  0.100
  1375.000,    775.000,     0.010, 0.2008E+02,  0.100
  1375.000,    825.000,     0.010, 0.2078E+02,  0.100
  1375.000,    875.000,     0.010, 0.3773E+02,  0.100
  1375.000,    925.000,     0.010, 0.2903E+02,  0.100
  1375.000,    975.000,     0.010, 0.5724E+01,  0.100
  1425.000,     25.000,     0.010, 0.2927E+01,  0.100
  1425.000,     75.000,     0.010,-0.3529E+02,  0.100
  1425.000,    125.000,     0.010,-0.3520E+02,  0.100
  1425.000,    175.000,     0.010,-0.2199E+02,  0.100
  1425.000,    225.000,     0.010,-0.5027E+02,  0.100
  1425.000,    275.000,     0.010,-0.5646E+02,  0.100
  1425.000,    325.000,     0.010,-0.4455E+02,  0.100
  1425.000,    375.000,     0.010,-0.2274E+02,  0.100
  1425.000,    425.000,     0.010,-0.2966E+02,  0.100
  1425.000,    475.000,     0.010,-0.3366E+02,  0.100
  1425.000,    525.000,     0.010,-0.3692E+02,  0.100
  1425.000,    575.000,     0.010,-0.8848E+01,  0.100
  1425.000,    625.000,     0.010,-0.1238E+02,  0.100
  1425.000,    675.000,     0.010, 0.6761E+00,  0.100
  1425.000,    725.000,     0.010, 0.3699E+01,  0.100
  1425.000,    775.000,     0.010, 0.3876E+02,  0.100
  1425.000,    825.000,     0.010, 0.4352E+02,  0.100
  1425.000,    875.000,     0.010, 0.3480E+02,  0.100
  1425.000,    925.000,     0.010, 0.1513E+02,  0.100
  1425.000,    975.000,     0.010, 0.5037E+01,  0.100
  1475.000,     25.000,     0.010, 0.2491E+01,  0.100
  1475.000,     75.000,     0.010,-0.1485E+02,  0.100
  1475.000,    125.000,     0.010,-0.9132E+01,  0.100
  1475.000,    175.000,     0.010,-0.2251E+02,  0.100
  1475.000,    225.000,     0.010,-0.1663E+02,  0.100
  1475.000,    275.000,     0.010,-0.3616E+02,  0.100
  1475.000,    325.000,     0.010,-0.3113E+02,  0.100
  1475.000,    375.000,     0.010,-0.1009E+02,  0.100
  1475.000,    425.000,     0.010,-0.3208E+02,  0.100
  1475.000,    475.000,     0.010,-0.3561E+02,  0.100
  1475.000,    525.000,     0.010,-0.1825E+02,  0.100
  1475.000,    575.000,     0.010, 0.5485E+01,  0.100
  1475.000,    625.000,     0.010,-0.1336E+02,  0.100
  1475.000,    675.000,     0.010, 0.1844E+02,  0.100
  1475.000,    725.000,     0.010, 0.1376E+02,  0.100
  1475.000,    775.000,     0.010, 0.3923E+02,  0.100
  1475.000,    825.000,     0.010, 0.2134E+02,  0.100
  1475.000,    875.000,     0.010, 0.4914E+01,  0.100
  1475.000,    925.000,     0.010, 0.2837E+01,  0.100
  1475.000,    975.000,     0.010, 0.6888E+01,  0.100
