x,y,z,aCB_mGal,std_dev
394538,-162696,0.01,-3.745831725,0.1
394538,-156196,0.01,-3.399457417,0.1
394538,-149696,0.01,-8.251313221,0.1
394538,-143196,0.01,-1.023844401,0.1
394538,-136696,0.01,-2.41817366,0.1
394538,-130196,0.01,5.638900802,0.1
394538,-123696,0.01,11.58322658,0.1
394538,-117196,0.01,-0.425932503,0.1
401038,-331696,0.01,-8.938430536,0.1
401038,-325196,0.01,-8.865136799,0.1
401038,-318696,0.01,-9.196256983,0.1
401038,-312196,0.01,-9.281460498,0.1
401038,-305696,0.01,-7.752785597,0.1
401038,-299196,0.01,-6.933500858,0.1
401038,-292696,0.01,-6.161998921,0.1
401038,-286196,0.01,-4.295071082,0.1
401038,-279696,0.01,-4.137459301,0.1
401038,-273196,0.01,-5.493493599,0.1
401038,-266696,0.01,-4.369253738,0.1
401038,-260196,0.01,-4.28305442,0.1
401038,-253696,0.01,-7.262646623,0.1
401038,-247196,0.01,-8.024213128,0.1
401038,-240696,0.01,-7.501191852,0.1
401038,-234196,0.01,-10.18670558,0.1
401038,-227696,0.01,-12.49929093,0.1
401038,-221196,0.01,-13.50388292,0.1
401038,-214696,0.01,-15.93354166,0.1
401038,-208196,0.01,-16.54012021,0.1
401038,-201696,0.01,-16.15232303,0.1
401038,-195196,0.01,-14.80086122,0.1
401038,-188696,0.01,-14.52089865,0.1
401038,-182196,0.01,-14.77506486,0.1
401038,-175696,0.01,-13.94896074,0.1
401038,-169196,0.01,-7.966780608,0.1
401038,-162696,0.01,-2.694872545,0.1
401038,-156196,0.01,-0.533744442,0.1
401038,-149696,0.01,0.182333318,0.1
401038,-143196,0.01,0.752900304,0.1
401038,-136696,0.01,0.171010844,0.1
401038,-130196,0.01,4.944337958,0.1
401038,-123696,0.01,2.999167734,0.1
401038,-117196,0.01,0.570993865,0.1
407538,-331696,0.01,-7.808790838,0.1
407538,-325196,0.01,-6.795586801,0.1
407538,-318696,0.01,-5.272058277,0.1
407538,-312196,0.01,-5.32876524,0.1
407538,-305696,0.01,-5.424184738,0.1
407538,-299196,0.01,-5.759716833,0.1
407538,-292696,0.01,-5.375038149,0.1
407538,-286196,0.01,-3.282204962,0.1
407538,-279696,0.01,-2.851189373,0.1
407538,-273196,0.01,-4.967832006,0.1
407538,-266696,0.01,-4.689479652,0.1
407538,-260196,0.01,-3.683685296,0.1
407538,-253696,0.01,-6.331360037,0.1
407538,-247196,0.01,-8.391671078,0.1
407538,-240696,0.01,-8.415894816,0.1
407538,-234196,0.01,-10.59530824,0.1
407538,-227696,0.01,-11.81003581,0.1
407538,-221196,0.01,-11.69998795,0.1
407538,-214696,0.01,-14.25748356,0.1
407538,-208196,0.01,-14.38850651,0.1
407538,-201696,0.01,-13.23451546,0.1
407538,-195196,0.01,-15.21420813,0.1
407538,-188696,0.01,-16.53650385,0.1
407538,-182196,0.01,-14.86291469,0.1
407538,-175696,0.01,-12.21946315,0.1
407538,-169196,0.01,-7.775899133,0.1
407538,-162696,0.01,-3.120607079,0.1
407538,-156196,0.01,0.258047814,0.1
407538,-149696,0.01,5.027581249,0.1
407538,-143196,0.01,3.212458737,0.1
407538,-136696,0.01,4.478130004,0.1
407538,-130196,0.01,5.661960257,0.1
407538,-123696,0.01,2.66428191,0.1
407538,-117196,0.01,2.033849793,0.1
414038,-331696,0.01,-7.558539572,0.1
414038,-325196,0.01,-7.134930256,0.1
414038,-318696,0.01,-3.627782987,0.1
414038,-312196,0.01,-3.193335962,0.1
414038,-305696,0.01,-4.232463372,0.1
414038,-299196,0.01,-4.195420881,0.1
414038,-292696,0.01,-5.009672944,0.1
414038,-286196,0.01,-4.929517237,0.1
414038,-279696,0.01,-3.178791814,0.1
414038,-273196,0.01,-4.288247143,0.1
414038,-266696,0.01,-5.277587654,0.1
414038,-260196,0.01,-4.667589139,0.1
414038,-253696,0.01,-5.832048112,0.1
414038,-247196,0.01,-7.178064268,0.1
414038,-240696,0.01,-7.171402328,0.1
414038,-234196,0.01,-10.24453486,0.1
414038,-227696,0.01,-11.77905902,0.1
414038,-221196,0.01,-10.04856568,0.1
414038,-214696,0.01,-11.19394568,0.1
414038,-208196,0.01,-12.89252287,0.1
414038,-201696,0.01,-13.28126984,0.1
414038,-195196,0.01,-16.77704531,0.1
414038,-188696,0.01,-17.29301381,0.1
414038,-182196,0.01,-13.92627823,0.1
414038,-175696,0.01,-11.1987004,0.1
414038,-169196,0.01,-7.417620134,0.1
414038,-162696,0.01,-2.681039531,0.1
414038,-156196,0.01,0.41702525,0.1
414038,-149696,0.01,3.753140361,0.1
414038,-143196,0.01,2.797846601,0.1
414038,-136696,0.01,6.450700938,0.1
414038,-130196,0.01,6.210420236,0.1
414038,-123696,0.01,3.066602373,0.1
414038,-117196,0.01,2.891626054,0.1
420538,-331696,0.01,-9.160573745,0.1
420538,-325196,0.01,-9.634431128,0.1
420538,-318696,0.01,-4.817745454,0.1
420538,-312196,0.01,-4.500079313,0.1
420538,-305696,0.01,-5.540927419,0.1
420538,-299196,0.01,-4.010358182,0.1
420538,-292696,0.01,-4.260240912,0.1
420538,-286196,0.01,-5.070916297,0.1
420538,-279696,0.01,-2.831801296,0.1
420538,-273196,0.01,-1.731785412,0.1
420538,-266696,0.01,-2.653442564,0.1
420538,-260196,0.01,-3.675423214,0.1
420538,-253696,0.01,-4.979771038,0.1
420538,-247196,0.01,-5.635808164,0.1
420538,-240696,0.01,-5.540010041,0.1
420538,-234196,0.01,-8.405460251,0.1
420538,-227696,0.01,-10.10745071,0.1
420538,-221196,0.01,-8.819887734,0.1
420538,-214696,0.01,-9.64675341,0.1
420538,-208196,0.01,-11.18307258,0.1
420538,-201696,0.01,-11.55021808,0.1
420538,-195196,0.01,-14.55588757,0.1
420538,-188696,0.01,-16.93950569,0.1
420538,-182196,0.01,-14.10686842,0.1
420538,-175696,0.01,-12.87195173,0.1
420538,-169196,0.01,-10.11061457,0.1
420538,-162696,0.01,-3.730293509,0.1
420538,-156196,0.01,0.528437265,0.1
420538,-149696,0.01,2.563142118,0.1
420538,-143196,0.01,3.409790265,0.1
420538,-136696,0.01,5.673694911,0.1
420538,-130196,0.01,7.0156519,0.1
420538,-123696,0.01,6.980687222,0.1
420538,-117196,0.01,3.60541071,0.1
427038,-331696,0.01,-6.623387127,0.1
427038,-325196,0.01,-7.325721557,0.1
427038,-318696,0.01,-3.50013826,0.1
427038,-312196,0.01,-4.223370331,0.1
427038,-305696,0.01,-5.769027082,0.1
427038,-299196,0.01,-4.103916161,0.1
427038,-292696,0.01,-2.666682528,0.1
427038,-286196,0.01,-2.490145281,0.1
427038,-279696,0.01,-0.925165499,0.1
427038,-273196,0.01,0.179112934,0.1
427038,-266696,0.01,-1.048921451,0.1
427038,-260196,0.01,-3.601156484,0.1
427038,-253696,0.01,-5.018535374,0.1
427038,-247196,0.01,-5.577414964,0.1
427038,-240696,0.01,-6.206481571,0.1
427038,-234196,0.01,-7.721113465,0.1
427038,-227696,0.01,-8.397909082,0.1
427038,-221196,0.01,-7.918867491,0.1
427038,-214696,0.01,-9.586518462,0.1
427038,-208196,0.01,-11.14543356,0.1
427038,-201696,0.01,-10.99106462,0.1
427038,-195196,0.01,-12.94574472,0.1
427038,-188696,0.01,-15.88381886,0.1
427038,-182196,0.01,-16.23384424,0.1
427038,-175696,0.01,-13.49471434,0.1
427038,-169196,0.01,-11.34943636,0.1
427038,-162696,0.01,-5.956306337,0.1
427038,-156196,0.01,-1.481355237,0.1
427038,-149696,0.01,3.073047495,0.1
427038,-143196,0.01,7.113864048,0.1
427038,-136696,0.01,8.070728535,0.1
427038,-130196,0.01,9.731570426,0.1
427038,-123696,0.01,10.41501785,0.1
427038,-117196,0.01,5.852855456,0.1
433538,-331696,0.01,-1.382191585,0.1
433538,-325196,0.01,-1.997412958,0.1
433538,-318696,0.01,-1.663641451,0.1
433538,-312196,0.01,-2.596502943,0.1
433538,-305696,0.01,-3.798168239,0.1
433538,-299196,0.01,-2.656933166,0.1
433538,-292696,0.01,-0.035760686,0.1
433538,-286196,0.01,1.536278929,0.1
433538,-279696,0.01,1.924550703,0.1
433538,-273196,0.01,0.868320843,0.1
433538,-266696,0.01,-1.772244453,0.1
433538,-260196,0.01,-3.625613919,0.1
433538,-253696,0.01,-3.8894476,0.1
433538,-247196,0.01,-5.185654557,0.1
433538,-240696,0.01,-7.204113892,0.1
433538,-234196,0.01,-8.391845837,0.1
433538,-227696,0.01,-8.278441709,0.1
433538,-221196,0.01,-8.378553286,0.1
433538,-214696,0.01,-10.16696941,0.1
433538,-208196,0.01,-11.5900053,0.1
433538,-201696,0.01,-11.95944552,0.1
433538,-195196,0.01,-13.47508915,0.1
433538,-188696,0.01,-16.0396125,0.1
433538,-182196,0.01,-17.9631266,0.1
433538,-175696,0.01,-13.34962692,0.1
433538,-169196,0.01,-11.00374539,0.1
433538,-162696,0.01,-9.203154696,0.1
433538,-156196,0.01,-6.311477102,0.1
433538,-149696,0.01,0.28971011,0.1
433538,-143196,0.01,6.393572908,0.1
433538,-136696,0.01,6.811495914,0.1
433538,-130196,0.01,8.801033042,0.1
433538,-123696,0.01,8.851769519,0.1
433538,-117196,0.01,5.441949228,0.1
440038,-331696,0.01,0.994564466,0.1
440038,-325196,0.01,-0.005536434,0.1
440038,-318696,0.01,-0.556508828,0.1
440038,-312196,0.01,-0.05279785,0.1
440038,-305696,0.01,-0.468020295,0.1
440038,-299196,0.01,-0.17257922,0.1
440038,-292696,0.01,1.454899067,0.1
440038,-286196,0.01,2.180195501,0.1
440038,-279696,0.01,2.123021638,0.1
440038,-273196,0.01,1.963730042,0.1
440038,-266696,0.01,0.750036708,0.1
440038,-260196,0.01,-0.567118575,0.1
440038,-253696,0.01,-2.274047469,0.1
440038,-247196,0.01,-5.472320228,0.1
440038,-240696,0.01,-8.458935645,0.1
440038,-234196,0.01,-9.376751285,0.1
440038,-227696,0.01,-9.272408644,0.1
440038,-221196,0.01,-9.784800808,0.1
440038,-214696,0.01,-11.89768074,0.1
440038,-208196,0.01,-13.06261047,0.1
440038,-201696,0.01,-11.90909248,0.1
440038,-195196,0.01,-11.53360381,0.1
440038,-188696,0.01,-13.30647342,0.1
440038,-182196,0.01,-15.79776948,0.1
440038,-175696,0.01,-14.30869504,0.1
440038,-169196,0.01,-13.35853128,0.1
440038,-162696,0.01,-12.72119467,0.1
440038,-156196,0.01,-10.46544265,0.1
440038,-149696,0.01,-5.898208845,0.1
440038,-143196,0.01,1.199889128,0.1
440038,-136696,0.01,3.555320964,0.1
440038,-130196,0.01,6.377133642,0.1
440038,-123696,0.01,5.973854956,0.1
440038,-117196,0.01,2.448738208,0.1
446538,-331696,0.01,-1.501035336,0.1
446538,-325196,0.01,0.14528289,0.1
446538,-318696,0.01,0.323279489,0.1
446538,-312196,0.01,1.690548131,0.1
446538,-305696,0.01,2.375447796,0.1
446538,-299196,0.01,2.162371891,0.1
446538,-292696,0.01,2.101633832,0.1
446538,-286196,0.01,2.014533548,0.1
446538,-279696,0.01,2.369716157,0.1
446538,-273196,0.01,3.3424265,0.1
446538,-266696,0.01,2.584827917,0.1
446538,-260196,0.01,0.537320128,0.1
446538,-253696,0.01,-2.072935859,0.1
446538,-247196,0.01,-5.742485066,0.1
446538,-240696,0.01,-8.734227705,0.1
446538,-234196,0.01,-9.403868124,0.1
446538,-227696,0.01,-8.749063552,0.1
446538,-221196,0.01,-8.687921314,0.1
446538,-214696,0.01,-11.23094807,0.1
446538,-208196,0.01,-12.5168935,0.1
446538,-201696,0.01,-10.92704679,0.1
446538,-195196,0.01,-9.92933421,0.1
446538,-188696,0.01,-12.45006318,0.1
446538,-182196,0.01,-15.65375136,0.1
446538,-175696,0.01,-15.26595912,0.1
446538,-169196,0.01,-15.48114389,0.1
446538,-162696,0.01,-13.72670035,0.1
446538,-156196,0.01,-10.83411862,0.1
446538,-149696,0.01,-7.748172235,0.1
446538,-143196,0.01,-1.58332194,0.1
446538,-136696,0.01,3.758997765,0.1
446538,-130196,0.01,8.593370157,0.1
446538,-123696,0.01,9.386917319,0.1
446538,-117196,0.01,7.797801982,0.1
453038,-331696,0.01,-3.688551829,0.1
453038,-325196,0.01,-1.745755065,0.1
453038,-318696,0.01,-1.444172437,0.1
453038,-312196,0.01,-1.040464873,0.1
453038,-305696,0.01,0.6209502,0.1
453038,-299196,0.01,3.255366989,0.1
453038,-292696,0.01,4.681239061,0.1
453038,-286196,0.01,4.150772282,0.1
453038,-279696,0.01,4.23831763,0.1
453038,-273196,0.01,6.061092751,0.1
453038,-266696,0.01,4.37210976,0.1
453038,-260196,0.01,1.013528487,0.1
453038,-253696,0.01,-1.471346695,0.1
453038,-247196,0.01,-3.830885516,0.1
453038,-240696,0.01,-8.901431576,0.1
453038,-234196,0.01,-9.445799164,0.1
453038,-227696,0.01,-7.691028249,0.1
453038,-221196,0.01,-8.057151051,0.1
453038,-214696,0.01,-9.301723707,0.1
453038,-208196,0.01,-10.27853455,0.1
453038,-201696,0.01,-10.85215465,0.1
453038,-195196,0.01,-9.931675915,0.1
453038,-188696,0.01,-13.05102766,0.1
453038,-182196,0.01,-15.53914951,0.1
453038,-175696,0.01,-16.43157428,0.1
453038,-169196,0.01,-16.144292,0.1
453038,-162696,0.01,-13.56279291,0.1
453038,-156196,0.01,-11.85265662,0.1
453038,-149696,0.01,-9.577791262,0.1
453038,-143196,0.01,-3.657978918,0.1
453038,-136696,0.01,2.647083284,0.1
453038,-130196,0.01,7.833661342,0.1
453038,-123696,0.01,12.85392053,0.1
453038,-117196,0.01,17.47478955,0.1
459538,-331696,0.01,-2.193280937,0.1
459538,-325196,0.01,0.278153901,0.1
459538,-318696,0.01,-0.548646374,0.1
459538,-312196,0.01,-0.822050306,0.1
459538,-305696,0.01,2.679600394,0.1
459538,-299196,0.01,6.709204554,0.1
459538,-292696,0.01,7.581497073,0.1
459538,-286196,0.01,6.585883751,0.1
459538,-279696,0.01,6.652158031,0.1
459538,-273196,0.01,8.188458363,0.1
459538,-266696,0.01,6.121555136,0.1
459538,-260196,0.01,2.044402883,0.1
459538,-253696,0.01,0.771965805,0.1
459538,-247196,0.01,-3.301199449,0.1
459538,-240696,0.01,-8.160099284,0.1
459538,-234196,0.01,-9.14962185,0.1
459538,-227696,0.01,-10.01257554,0.1
459538,-221196,0.01,-10.13639955,0.1
459538,-214696,0.01,-10.62293786,0.1
459538,-208196,0.01,-10.98706596,0.1
459538,-201696,0.01,-10.25049458,0.1
459538,-195196,0.01,-10.52604599,0.1
459538,-188696,0.01,-12.26915053,0.1
459538,-182196,0.01,-14.8998949,0.1
459538,-175696,0.01,-17.06286703,0.1
459538,-169196,0.01,-17.65443715,0.1
459538,-162696,0.01,-14.51264674,0.1
459538,-156196,0.01,-14.2558815,0.1
459538,-149696,0.01,-12.96182317,0.1
459538,-143196,0.01,-7.413459393,0.1
459538,-136696,0.01,-3.160489418,0.1
459538,-130196,0.01,0.480199171,0.1
459538,-123696,0.01,6.759635417,0.1
459538,-117196,0.01,10.41378343,0.1
466038,-331696,0.01,1.152437897,0.1
466038,-325196,0.01,4.30954112,0.1
466038,-318696,0.01,4.011378229,0.1
466038,-312196,0.01,4.994689237,0.1
466038,-305696,0.01,7.998358334,0.1
466038,-299196,0.01,9.345778006,0.1
466038,-292696,0.01,8.035777169,0.1
466038,-286196,0.01,6.063345939,0.1
466038,-279696,0.01,6.68172817,0.1
466038,-273196,0.01,9.44533659,0.1
466038,-266696,0.01,7.808005261,0.1
466038,-260196,0.01,2.955267306,0.1
466038,-253696,0.01,1.022974255,0.1
466038,-247196,0.01,-3.589824302,0.1
466038,-240696,0.01,-6.956611009,0.1
466038,-234196,0.01,-7.970445196,0.1
466038,-227696,0.01,-10.18830754,0.1
466038,-221196,0.01,-10.11228275,0.1
466038,-214696,0.01,-9.442503002,0.1
466038,-208196,0.01,-11.08760287,0.1
466038,-201696,0.01,-11.9657921,0.1
466038,-195196,0.01,-12.00774734,0.1
466038,-188696,0.01,-12.84240667,0.1
466038,-182196,0.01,-15.44103298,0.1
466038,-175696,0.01,-17.80739107,0.1
466038,-169196,0.01,-18.69302557,0.1
466038,-162696,0.01,-16.34428068,0.1
466038,-156196,0.01,-14.21123133,0.1
466038,-149696,0.01,-13.34359454,0.1
466038,-143196,0.01,-9.515707255,0.1
466038,-136696,0.01,-7.961621173,0.1
466038,-130196,0.01,-6.402627013,0.1
466038,-123696,0.01,-0.981722408,0.1
466038,-117196,0.01,0.719226226,0.1
472538,-331696,0.01,3.711828547,0.1
472538,-325196,0.01,4.824412781,0.1
472538,-318696,0.01,5.483330578,0.1
472538,-312196,0.01,8.85606681,0.1
472538,-305696,0.01,11.5200913,0.1
472538,-299196,0.01,11.68393393,0.1
472538,-292696,0.01,10.24045311,0.1
472538,-286196,0.01,8.572700596,0.1
472538,-279696,0.01,8.211849968,0.1
472538,-273196,0.01,9.575671209,0.1
472538,-266696,0.01,7.558487237,0.1
472538,-260196,0.01,3.456139831,0.1
472538,-253696,0.01,2.06062024,0.1
472538,-247196,0.01,-1.128116909,0.1
472538,-240696,0.01,-3.779473923,0.1
472538,-234196,0.01,-6.002507853,0.1
472538,-227696,0.01,-9.509558024,0.1
472538,-221196,0.01,-9.759188595,0.1
472538,-214696,0.01,-9.703248263,0.1
472538,-208196,0.01,-12.1969674,0.1
472538,-201696,0.01,-15.25131804,0.1
472538,-195196,0.01,-15.84360795,0.1
472538,-188696,0.01,-15.86230911,0.1
472538,-182196,0.01,-16.47520156,0.1
472538,-175696,0.01,-18.29542706,0.1
472538,-169196,0.01,-20.13298622,0.1
472538,-162696,0.01,-18.37355786,0.1
472538,-156196,0.01,-14.46863674,0.1
472538,-149696,0.01,-13.15201573,0.1
472538,-143196,0.01,-11.98149029,0.1
472538,-136696,0.01,-12.56312829,0.1
472538,-130196,0.01,-11.6445546,0.1
472538,-123696,0.01,-6.319860551,0.1
472538,-117196,0.01,-3.988083069,0.1
479038,-331696,0.01,5.364642845,0.1
479038,-325196,0.01,3.740820409,0.1
479038,-318696,0.01,4.341082196,0.1
479038,-312196,0.01,7.104929865,0.1
479038,-305696,0.01,8.85282474,0.1
479038,-299196,0.01,11.29979159,0.1
479038,-292696,0.01,13.70150028,0.1
479038,-286196,0.01,12.90726655,0.1
479038,-279696,0.01,9.660688619,0.1
479038,-273196,0.01,8.994598741,0.1
479038,-266696,0.01,9.110002732,0.1
479038,-260196,0.01,6.485972015,0.1
479038,-253696,0.01,4.149532082,0.1
479038,-247196,0.01,1.223281856,0.1
479038,-240696,0.01,-2.528725014,0.1
479038,-234196,0.01,-6.039522318,0.1
479038,-227696,0.01,-9.324091507,0.1
479038,-221196,0.01,-10.95681353,0.1
479038,-214696,0.01,-12.53340224,0.1
479038,-208196,0.01,-12.94921925,0.1
479038,-201696,0.01,-13.86350591,0.1
479038,-195196,0.01,-14.80006862,0.1
479038,-188696,0.01,-16.03740065,0.1
479038,-182196,0.01,-15.74758172,0.1
479038,-175696,0.01,-17.0065863,0.1
479038,-169196,0.01,-19.93627558,0.1
479038,-162696,0.01,-18.90668879,0.1
479038,-156196,0.01,-17.28993317,0.1
479038,-149696,0.01,-15.54341213,0.1
479038,-143196,0.01,-13.95402673,0.1
479038,-136696,0.01,-13.36294994,0.1
479038,-130196,0.01,-12.10738773,0.1
479038,-123696,0.01,-8.735021184,0.1
479038,-117196,0.01,-6.229269483,0.1
485538,-331696,0.01,6.585448215,0.1
485538,-325196,0.01,5.368561165,0.1
485538,-318696,0.01,7.02122405,0.1
485538,-312196,0.01,8.2832858,0.1
485538,-305696,0.01,8.243243982,0.1
485538,-299196,0.01,10.9818996,0.1
485538,-292696,0.01,14.29425445,0.1
485538,-286196,0.01,13.74683963,0.1
485538,-279696,0.01,10.20301825,0.1
485538,-273196,0.01,11.53601174,0.1
485538,-266696,0.01,14.23393405,0.1
485538,-260196,0.01,10.16634117,0.1
485538,-253696,0.01,5.657692031,0.1
485538,-247196,0.01,3.022330834,0.1
485538,-240696,0.01,-0.935767736,0.1
485538,-234196,0.01,-3.913355131,0.1
485538,-227696,0.01,-6.705963502,0.1
485538,-221196,0.01,-11.24500376,0.1
485538,-214696,0.01,-15.33717256,0.1
485538,-208196,0.01,-14.0012012,0.1
485538,-201696,0.01,-13.21604581,0.1
485538,-195196,0.01,-13.72980282,0.1
485538,-188696,0.01,-14.43345969,0.1
485538,-182196,0.01,-14.0860802,0.1
485538,-175696,0.01,-15.76553678,0.1
485538,-169196,0.01,-18.98900168,0.1
485538,-162696,0.01,-18.05374893,0.1
485538,-156196,0.01,-17.08087829,0.1
485538,-149696,0.01,-15.83120075,0.1
485538,-143196,0.01,-13.24612619,0.1
485538,-136696,0.01,-10.06650595,0.1
485538,-130196,0.01,-8.57990672,0.1
485538,-123696,0.01,-8.903285678,0.1
485538,-117196,0.01,-7.745996372,0.1
492038,-331696,0.01,6.698375167,0.1
492038,-325196,0.01,5.405613084,0.1
492038,-318696,0.01,7.550620214,0.1
492038,-312196,0.01,10.16929435,0.1
492038,-305696,0.01,12.93406746,0.1
492038,-299196,0.01,14.9309433,0.1
492038,-292696,0.01,16.04221395,0.1
492038,-286196,0.01,16.91509009,0.1
492038,-279696,0.01,15.3414898,0.1
492038,-273196,0.01,17.46804579,0.1
492038,-266696,0.01,19.879714,0.1
492038,-260196,0.01,14.375019,0.1
492038,-253696,0.01,8.977161873,0.1
492038,-247196,0.01,5.696670709,0.1
492038,-240696,0.01,0.470167693,0.1
492038,-234196,0.01,-1.905711403,0.1
492038,-227696,0.01,-4.562470585,0.1
492038,-221196,0.01,-10.9952711,0.1
492038,-214696,0.01,-13.84794069,0.1
492038,-208196,0.01,-14.24910055,0.1
492038,-201696,0.01,-15.70560783,0.1
492038,-195196,0.01,-15.85494327,0.1
492038,-188696,0.01,-14.0959608,0.1
492038,-182196,0.01,-13.25388592,0.1
492038,-175696,0.01,-15.43336036,0.1
492038,-169196,0.01,-17.82664267,0.1
492038,-162696,0.01,-16.07141089,0.1
492038,-156196,0.01,-14.39629556,0.1
492038,-149696,0.01,-13.77264802,0.1
492038,-143196,0.01,-13.25697755,0.1
492038,-136696,0.01,-9.803606158,0.1
492038,-130196,0.01,-8.315426627,0.1
492038,-123696,0.01,-8.289375059,0.1
492038,-117196,0.01,-6.736937909,0.1
