x,y,z,aCB_mGal,std_dev
284038,-234196,0.01,-11.52861148,0.1
284038,-227696,0.01,-10.77026791,0.1
284038,-221196,0.01,-9.939951936,0.1
284038,-214696,0.01,-9.660617065,0.1
284038,-208196,0.01,-11.02558765,0.1
284038,-201696,0.01,-12.02913906,0.1
284038,-195196,0.01,-16.667398,0.1
284038,-188696,0.01,-21.49404963,0.1
284038,-182196,0.01,-18.75521914,0.1
284038,-175696,0.01,-13.58719852,0.1
284038,-169196,0.01,-11.74819763,0.1
284038,-162696,0.01,-9.786324028,0.1
284038,-156196,0.01,-6.602874567,0.1
284038,-149696,0.01,-6.796811153,0.1
284038,-143196,0.01,-7.426834642,0.1
284038,-136696,0.01,-2.925782255,0.1
284038,-130196,0.01,1.254712424,0.1
284038,-123696,0.01,2.94089602,0.1
284038,-117196,0.01,4.704217135,0.1
290538,-331696,0.01,2.732283411,0.1
290538,-325196,0.01,3.398345513,0.1
290538,-318696,0.01,3.259564373,0.1
290538,-312196,0.01,4.507741328,0.1
290538,-305696,0.01,2.105574502,0.1
290538,-299196,0.01,1.438003768,0.1
290538,-292696,0.01,3.330353265,0.1
290538,-286196,0.01,3.337162151,0.1
290538,-279696,0.01,1.216528598,0.1
290538,-273196,0.01,-2.213505892,0.1
290538,-266696,0.01,-4.278774931,0.1
290538,-260196,0.01,-7.697501143,0.1
290538,-253696,0.01,-9.548711313,0.1
290538,-247196,0.01,-10.56499991,0.1
290538,-240696,0.01,-11.71798814,0.1
290538,-234196,0.01,-11.54314751,0.1
290538,-227696,0.01,-10.60376658,0.1
290538,-221196,0.01,-10.24068983,0.1
290538,-214696,0.01,-12.48990849,0.1
290538,-208196,0.01,-15.31354382,0.1
290538,-201696,0.01,-14.77891465,0.1
290538,-195196,0.01,-16.38778106,0.1
290538,-188696,0.01,-19.61939476,0.1
290538,-182196,0.01,-17.17182914,0.1
290538,-175696,0.01,-14.46957198,0.1
290538,-169196,0.01,-15.25626539,0.1
290538,-162696,0.01,-13.38515358,0.1
290538,-156196,0.01,-10.59643461,0.1
290538,-149696,0.01,-12.15145919,0.1
290538,-143196,0.01,-12.37090545,0.1
290538,-136696,0.01,-5.163125928,0.1
290538,-130196,0.01,0.824388975,0.1
290538,-123696,0.01,2.759667667,0.1
290538,-117196,0.01,6.175593823,0.1
297038,-331696,0.01,-2.534590078,0.1
297038,-325196,0.01,-2.733009156,0.1
297038,-318696,0.01,-0.648347828,0.1
297038,-312196,0.01,1.040004882,0.1
297038,-305696,0.01,-3.458432236,0.1
297038,-299196,0.01,-3.808801723,0.1
297038,-292696,0.01,0.11878165,0.1
297038,-286196,0.01,1.24152484,0.1
297038,-279696,0.01,-1.86560458,0.1
297038,-273196,0.01,-4.459181985,0.1
297038,-266696,0.01,-5.956207933,0.1
297038,-260196,0.01,-10.3691888,0.1
297038,-253696,0.01,-12.8818903,0.1
297038,-247196,0.01,-12.79285362,0.1
297038,-240696,0.01,-13.13805006,0.1
297038,-234196,0.01,-13.39621729,0.1
297038,-227696,0.01,-12.57337599,0.1
297038,-221196,0.01,-12.19909938,0.1
297038,-214696,0.01,-14.39095503,0.1
297038,-208196,0.01,-17.14099013,0.1
297038,-201696,0.01,-16.16541814,0.1
297038,-195196,0.01,-15.86582886,0.1
297038,-188696,0.01,-17.66296688,0.1
297038,-182196,0.01,-16.46740426,0.1
297038,-175696,0.01,-15.5560634,0.1
297038,-169196,0.01,-16.7964904,0.1
297038,-162696,0.01,-14.80042355,0.1
297038,-156196,0.01,-12.25491735,0.1
297038,-149696,0.01,-11.83541595,0.1
297038,-143196,0.01,-8.307142734,0.1
297038,-136696,0.01,-1.195890839,0.1
297038,-130196,0.01,2.029391843,0.1
297038,-123696,0.01,4.618278308,0.1
297038,-117196,0.01,7.576972615,0.1
303538,-331696,0.01,-2.572933055,0.1
303538,-325196,0.01,-2.524649313,0.1
303538,-318696,0.01,-1.048565942,0.1
303538,-312196,0.01,-0.37629904,0.1
303538,-305696,0.01,-5.713982023,0.1
303538,-299196,0.01,-6.65782632,0.1
303538,-292696,0.01,-1.065260967,0.1
303538,-286196,0.01,0.983461235,0.1
303538,-279696,0.01,-3.513136521,0.1
303538,-273196,0.01,-6.553039585,0.1
303538,-266696,0.01,-8.101918828,0.1
303538,-260196,0.01,-11.26801295,0.1
303538,-253696,0.01,-13.50113935,0.1
303538,-247196,0.01,-14.25085421,0.1
303538,-240696,0.01,-15.52389665,0.1
303538,-234196,0.01,-16.35096241,0.1
303538,-227696,0.01,-15.60312052,0.1
303538,-221196,0.01,-15.43371811,0.1
303538,-214696,0.01,-16.60463892,0.1
303538,-208196,0.01,-17.96749311,0.1
303538,-201696,0.01,-17.36450406,0.1
303538,-195196,0.01,-16.89044795,0.1
303538,-188696,0.01,-17.75115694,0.1
303538,-182196,0.01,-16.8087786,0.1
303538,-175696,0.01,-15.17838042,0.1
303538,-169196,0.01,-14.77764871,0.1
303538,-162696,0.01,-13.35185973,0.1
303538,-156196,0.01,-12.8550734,0.1
303538,-149696,0.01,-12.37274439,0.1
303538,-143196,0.01,-6.500422145,0.1
303538,-136696,0.01,-0.640154444,0.1
303538,-130196,0.01,2.149919882,0.1
303538,-123696,0.01,5.614422916,0.1
303538,-117196,0.01,7.738411049,0.1
310038,-331696,0.01,-1.478791906,0.1
310038,-325196,0.01,-0.48960272,0.1
310038,-318696,0.01,-0.35433947,0.1
310038,-312196,0.01,0.001227464,0.1
310038,-305696,0.01,-2.79336505,0.1
310038,-299196,0.01,-4.732719574,0.1
310038,-292696,0.01,-1.62374427,0.1
310038,-286196,0.01,-0.60802024,0.1
310038,-279696,0.01,-4.486878558,0.1
310038,-273196,0.01,-7.497966945,0.1
310038,-266696,0.01,-10.31964201,0.1
310038,-260196,0.01,-14.72955256,0.1
310038,-253696,0.01,-14.65480058,0.1
310038,-247196,0.01,-15.55160854,0.1
310038,-240696,0.01,-17.28628183,0.1
310038,-234196,0.01,-17.07398735,0.1
310038,-227696,0.01,-16.1220224,0.1
310038,-221196,0.01,-16.69452663,0.1
310038,-214696,0.01,-18.19583897,0.1
310038,-208196,0.01,-18.01598733,0.1
310038,-201696,0.01,-17.17812156,0.1
310038,-195196,0.01,-15.76090466,0.1
310038,-188696,0.01,-15.68621312,0.1
310038,-182196,0.01,-14.58003731,0.1
310038,-175696,0.01,-11.85549505,0.1
310038,-169196,0.01,-11.04698767,0.1
310038,-162696,0.01,-11.34720443,0.1
310038,-156196,0.01,-11.79702042,0.1
310038,-149696,0.01,-12.1251445,0.1
310038,-143196,0.01,-7.767923625,0.1
310038,-136696,0.01,-3.006605158,0.1
310038,-130196,0.01,1.61891394,0.1
310038,-123696,0.01,5.540754074,0.1
310038,-117196,0.01,5.108598335,0.1
316538,-331696,0.01,-0.684048543,0.1
316538,-325196,0.01,-0.79089532,0.1
316538,-318696,0.01,-2.049974774,0.1
316538,-312196,0.01,-2.534105062,0.1
316538,-305696,0.01,-1.053788929,0.1
316538,-299196,0.01,-0.416503062,0.1
316538,-292696,0.01,-0.85737517,0.1
316538,-286196,0.01,-2.865272163,0.1
316538,-279696,0.01,-5.755077405,0.1
316538,-273196,0.01,-7.514361079,0.1
316538,-266696,0.01,-10.77787783,0.1
316538,-260196,0.01,-14.39765143,0.1
316538,-253696,0.01,-14.98311141,0.1
316538,-247196,0.01,-14.8534615,0.1
316538,-240696,0.01,-17.12694018,0.1
316538,-234196,0.01,-17.13577853,0.1
316538,-227696,0.01,-15.96685976,0.1
316538,-221196,0.01,-15.91986424,0.1
316538,-214696,0.01,-15.67415211,0.1
316538,-208196,0.01,-14.37044296,0.1
316538,-201696,0.01,-13.65798393,0.1
316538,-195196,0.01,-12.30311047,0.1
316538,-188696,0.01,-12.35631042,0.1
316538,-182196,0.01,-12.16034355,0.1
316538,-175696,0.01,-10.42068033,0.1
316538,-169196,0.01,-11.16361738,0.1
316538,-162696,0.01,-12.63670944,0.1
316538,-156196,0.01,-12.23517425,0.1
316538,-149696,0.01,-8.752617321,0.1
316538,-143196,0.01,-4.403895079,0.1
316538,-136696,0.01,-1.027708556,0.1
316538,-130196,0.01,2.814702206,0.1
316538,-123696,0.01,5.322473398,0.1
316538,-117196,0.01,3.658368789,0.1
323038,-331696,0.01,0.080777287,0.1
323038,-325196,0.01,0.258173149,0.1
323038,-318696,0.01,-2.43922928,0.1
323038,-312196,0.01,-4.260132939,0.1
323038,-305696,0.01,-3.103418543,0.1
323038,-299196,0.01,-0.651959153,0.1
323038,-292696,0.01,0.345843099,0.1
323038,-286196,0.01,-1.953868852,0.1
323038,-279696,0.01,-4.441907597,0.1
323038,-273196,0.01,-5.24015282,0.1
323038,-266696,0.01,-8.554942805,0.1
323038,-260196,0.01,-12.37614334,0.1
323038,-253696,0.01,-13.0083088,0.1
323038,-247196,0.01,-13.91706479,0.1
323038,-240696,0.01,-16.35558422,0.1
323038,-234196,0.01,-16.60371731,0.1
323038,-227696,0.01,-15.73437486,0.1
323038,-221196,0.01,-15.12434503,0.1
323038,-214696,0.01,-13.43516444,0.1
323038,-208196,0.01,-12.46579136,0.1
323038,-201696,0.01,-12.00223322,0.1
323038,-195196,0.01,-10.44325628,0.1
323038,-188696,0.01,-10.04070685,0.1
323038,-182196,0.01,-12.54689255,0.1
323038,-175696,0.01,-11.2407653,0.1
323038,-169196,0.01,-12.77852358,0.1
323038,-162696,0.01,-13.24078402,0.1
323038,-156196,0.01,-12.03123045,0.1
323038,-149696,0.01,-8.716276663,0.1
323038,-143196,0.01,-3.127057459,0.1
323038,-136696,0.01,-1.030951614,0.1
323038,-130196,0.01,2.289840635,0.1
323038,-123696,0.01,1.817412467,0.1
323038,-117196,0.01,1.940565822,0.1
329538,-331696,0.01,0.417687066,0.1
329538,-325196,0.01,0.398444944,0.1
329538,-318696,0.01,0.2056314,0.1
329538,-312196,0.01,-1.586128359,0.1
329538,-305696,0.01,-4.315485734,0.1
329538,-299196,0.01,-3.94035486,0.1
329538,-292696,0.01,-2.112871871,0.1
329538,-286196,0.01,-2.925920018,0.1
329538,-279696,0.01,-4.942097546,0.1
329538,-273196,0.01,-6.225494568,0.1
329538,-266696,0.01,-8.704913476,0.1
329538,-260196,0.01,-12.31674421,0.1
329538,-253696,0.01,-14.15194513,0.1
329538,-247196,0.01,-15.44350365,0.1
329538,-240696,0.01,-15.21900566,0.1
329538,-234196,0.01,-14.43037055,0.1
329538,-227696,0.01,-13.78665576,0.1
329538,-221196,0.01,-13.87372817,0.1
329538,-214696,0.01,-13.1932876,0.1
329538,-208196,0.01,-12.85004516,0.1
329538,-201696,0.01,-12.97210132,0.1
329538,-195196,0.01,-11.99690391,0.1
329538,-188696,0.01,-10.5757739,0.1
329538,-182196,0.01,-11.55015126,0.1
329538,-175696,0.01,-10.9905651,0.1
329538,-169196,0.01,-10.5837928,0.1
329538,-162696,0.01,-10.24173162,0.1
329538,-156196,0.01,-10.09589326,0.1
329538,-149696,0.01,-11.03500076,0.1
329538,-143196,0.01,-6.624908154,0.1
329538,-136696,0.01,-3.980881229,0.1
329538,-130196,0.01,0.683585371,0.1
329538,-123696,0.01,-1.46839896,0.1
329538,-117196,0.01,-0.566029752,0.1
336038,-331696,0.01,-1.113337117,0.1
336038,-325196,0.01,-1.46755796,0.1
336038,-318696,0.01,-0.22264619,0.1
336038,-312196,0.01,-0.330809466,0.1
336038,-305696,0.01,-3.770492795,0.1
336038,-299196,0.01,-4.789799458,0.1
336038,-292696,0.01,-3.971461534,0.1
336038,-286196,0.01,-5.267660384,0.1
336038,-279696,0.01,-7.220133322,0.1
336038,-273196,0.01,-8.310098153,0.1
336038,-266696,0.01,-8.411455462,0.1
336038,-260196,0.01,-10.30450037,0.1
336038,-253696,0.01,-13.76385521,0.1
336038,-247196,0.01,-16.00796665,0.1
336038,-240696,0.01,-15.74327372,0.1
336038,-234196,0.01,-14.27952157,0.1
336038,-227696,0.01,-13.71100094,0.1
336038,-221196,0.01,-12.76169183,0.1
336038,-214696,0.01,-11.7013923,0.1
336038,-208196,0.01,-10.76370738,0.1
336038,-201696,0.01,-11.92825766,0.1
336038,-195196,0.01,-13.04085877,0.1
336038,-188696,0.01,-12.083494,0.1
336038,-182196,0.01,-12.17246082,0.1
336038,-175696,0.01,-12.27141,0.1
336038,-169196,0.01,-10.33968309,0.1
336038,-162696,0.01,-9.29140717,0.1
336038,-156196,0.01,-10.30401031,0.1
336038,-149696,0.01,-9.893724789,0.1
336038,-143196,0.01,-7.290481211,0.1
336038,-136696,0.01,-2.500699198,0.1
336038,-130196,0.01,1.050355425,0.1
336038,-123696,0.01,-0.11629805,0.1
336038,-117196,0.01,-1.276776513,0.1
342538,-331696,0.01,-3.434262172,0.1
342538,-325196,0.01,-4.115533731,0.1
342538,-318696,0.01,-4.733996266,0.1
342538,-312196,0.01,-5.220911162,0.1
342538,-305696,0.01,-4.618378761,0.1
342538,-299196,0.01,-5.456268701,0.1
342538,-292696,0.01,-6.659243369,0.1
342538,-286196,0.01,-8.213864751,0.1
342538,-279696,0.01,-8.930760206,0.1
342538,-273196,0.01,-9.830230497,0.1
342538,-266696,0.01,-9.110590097,0.1
342538,-260196,0.01,-8.557956467,0.1
342538,-253696,0.01,-11.3116635,0.1
342538,-247196,0.01,-13.6171456,0.1
342538,-240696,0.01,-13.83921297,0.1
342538,-234196,0.01,-13.72347862,0.1
342538,-227696,0.01,-12.27279531,0.1
342538,-221196,0.01,-11.37293951,0.1
342538,-214696,0.01,-10.89940053,0.1
342538,-208196,0.01,-9.337095941,0.1
342538,-201696,0.01,-10.15672306,0.1
342538,-195196,0.01,-12.41432144,0.1
342538,-188696,0.01,-12.58092436,0.1
342538,-182196,0.01,-12.5915149,0.1
342538,-175696,0.01,-13.59262878,0.1
342538,-169196,0.01,-12.72658175,0.1
342538,-162696,0.01,-10.68837091,0.1
342538,-156196,0.01,-11.31657234,0.1
342538,-149696,0.01,-9.420517389,0.1
342538,-143196,0.01,-5.571670974,0.1
342538,-136696,0.01,-1.135232785,0.1
342538,-130196,0.01,0.656705063,0.1
342538,-123696,0.01,-0.583420076,0.1
342538,-117196,0.01,-0.77051235,0.1
349038,-331696,0.01,-4.956759279,0.1
349038,-325196,0.01,-6.330512033,0.1
349038,-318696,0.01,-7.231621468,0.1
349038,-312196,0.01,-8.113562991,0.1
349038,-305696,0.01,-7.042704026,0.1
349038,-299196,0.01,-6.986947643,0.1
349038,-292696,0.01,-8.029894997,0.1
349038,-286196,0.01,-8.133608312,0.1
349038,-279696,0.01,-8.499903556,0.1
349038,-273196,0.01,-10.89438596,0.1
349038,-266696,0.01,-11.74318466,0.1
349038,-260196,0.01,-9.942608321,0.1
349038,-253696,0.01,-10.91010739,0.1
349038,-247196,0.01,-13.02383771,0.1
349038,-240696,0.01,-13.5868725,0.1
349038,-234196,0.01,-12.69503068,0.1
349038,-227696,0.01,-11.54467811,0.1
349038,-221196,0.01,-12.24361916,0.1
349038,-214696,0.01,-13.50415273,0.1
349038,-208196,0.01,-11.3395514,0.1
349038,-201696,0.01,-10.14597878,0.1
349038,-195196,0.01,-11.39171045,0.1
349038,-188696,0.01,-12.26343762,0.1
349038,-182196,0.01,-12.43519236,0.1
349038,-175696,0.01,-11.60335414,0.1
349038,-169196,0.01,-11.70078391,0.1
349038,-162696,0.01,-10.59718015,0.1
349038,-156196,0.01,-11.19638291,0.1
349038,-149696,0.01,-10.19334995,0.1
349038,-143196,0.01,-6.735201992,0.1
349038,-136696,0.01,-2.678088536,0.1
349038,-130196,0.01,-0.491976042,0.1
349038,-123696,0.01,0.331587469,0.1
349038,-117196,0.01,0.550664291,0.1
355538,-331696,0.01,-6.149911933,0.1
355538,-325196,0.01,-6.344023189,0.1
355538,-318696,0.01,-5.004093624,0.1
355538,-312196,0.01,-4.201069333,0.1
355538,-305696,0.01,-5.717638441,0.1
355538,-299196,0.01,-6.416371531,0.1
355538,-292696,0.01,-6.534132874,0.1
355538,-286196,0.01,-6.38242348,0.1
355538,-279696,0.01,-7.933825211,0.1
355538,-273196,0.01,-11.12024434,0.1
355538,-266696,0.01,-11.89299236,0.1
355538,-260196,0.01,-11.48000647,0.1
355538,-253696,0.01,-12.89727587,0.1
355538,-247196,0.01,-14.6364152,0.1
355538,-240696,0.01,-15.02537834,0.1
355538,-234196,0.01,-15.30986021,0.1
355538,-227696,0.01,-15.32952684,0.1
355538,-221196,0.01,-13.52833654,0.1
355538,-214696,0.01,-12.5491221,0.1
355538,-208196,0.01,-11.40019809,0.1
355538,-201696,0.01,-11.16419846,0.1
355538,-195196,0.01,-11.84226388,0.1
355538,-188696,0.01,-13.60107998,0.1
355538,-182196,0.01,-13.69477128,0.1
355538,-175696,0.01,-11.29192512,0.1
355538,-169196,0.01,-12.30939102,0.1
355538,-162696,0.01,-9.777075948,0.1
355538,-156196,0.01,-8.435869919,0.1
355538,-149696,0.01,-8.711897511,0.1
355538,-143196,0.01,-6.613990948,0.1
355538,-136696,0.01,-2.322414578,0.1
355538,-130196,0.01,0.337200215,0.1
355538,-123696,0.01,1.771568139,0.1
355538,-117196,0.01,1.066318905,0.1
362038,-331696,0.01,-6.206823415,0.1
362038,-325196,0.01,-4.664550996,0.1
362038,-318696,0.01,-3.705235638,0.1
362038,-312196,0.01,-3.827864423,0.1
362038,-305696,0.01,-6.332467964,0.1
362038,-299196,0.01,-7.15094424,0.1
362038,-292696,0.01,-6.804447331,0.1
362038,-286196,0.01,-6.780319727,0.1
362038,-279696,0.01,-9.006349593,0.1
362038,-273196,0.01,-11.09563318,0.1
362038,-266696,0.01,-9.934890889,0.1
362038,-260196,0.01,-12.21273327,0.1
362038,-253696,0.01,-16.07123478,0.1
362038,-247196,0.01,-16.68879016,0.1
362038,-240696,0.01,-16.53701661,0.1
362038,-234196,0.01,-17.32549803,0.1
362038,-227696,0.01,-17.82838892,0.1
362038,-221196,0.01,-13.29749548,0.1
362038,-214696,0.01,-10.12258155,0.1
362038,-208196,0.01,-10.65068649,0.1
362038,-201696,0.01,-12.17557572,0.1
362038,-195196,0.01,-14.15876833,0.1
362038,-188696,0.01,-16.39214322,0.1
362038,-182196,0.01,-15.41105846,0.1
362038,-175696,0.01,-12.6352865,0.1
362038,-169196,0.01,-12.19672568,0.1
362038,-162696,0.01,-8.926446005,0.1
362038,-156196,0.01,-6.954071842,0.1
362038,-149696,0.01,-8.000643536,0.1
362038,-143196,0.01,-5.452077209,0.1
362038,-136696,0.01,-0.733334967,0.1
362038,-130196,0.01,-0.048976298,0.1
362038,-123696,0.01,-0.590024236,0.1
362038,-117196,0.01,0.130304969,0.1
368538,-331696,0.01,-4.070057075,0.1
368538,-325196,0.01,-4.787071363,0.1
368538,-318696,0.01,-7.491069955,0.1
368538,-312196,0.01,-8.724818919,0.1
368538,-305696,0.01,-7.962007934,0.1
368538,-299196,0.01,-7.47887421,0.1
368538,-292696,0.01,-8.169749495,0.1
368538,-286196,0.01,-8.296314266,0.1
368538,-279696,0.01,-8.961648132,0.1
368538,-273196,0.01,-10.6373616,0.1
368538,-266696,0.01,-10.48235405,0.1
368538,-260196,0.01,-13.3218712,0.1
368538,-253696,0.01,-15.7645277,0.1
368538,-247196,0.01,-15.55773014,0.1
368538,-240696,0.01,-14.37773089,0.1
368538,-234196,0.01,-13.388114,0.1
368538,-227696,0.01,-12.59166102,0.1
368538,-221196,0.01,-12.60857661,0.1
368538,-214696,0.01,-13.19906682,0.1
368538,-208196,0.01,-14.13977175,0.1
368538,-201696,0.01,-13.89579906,0.1
368538,-195196,0.01,-15.27054132,0.1
368538,-188696,0.01,-16.104879,0.1
368538,-182196,0.01,-14.25587691,0.1
368538,-175696,0.01,-11.80630785,0.1
368538,-169196,0.01,-11.78971418,0.1
368538,-162696,0.01,-9.452571351,0.1
368538,-156196,0.01,-7.959107376,0.1
368538,-149696,0.01,-8.870340726,0.1
368538,-143196,0.01,-5.279679422,0.1
368538,-136696,0.01,0.200655493,0.1
368538,-130196,0.01,1.570344354,0.1
368538,-123696,0.01,-4.337542994,0.1
368538,-117196,0.01,-2.647768121,0.1
375038,-331696,0.01,-2.062843698,0.1
375038,-325196,0.01,-5.214217678,0.1
375038,-318696,0.01,-9.969923161,0.1
375038,-312196,0.01,-10.91220922,0.1
375038,-305696,0.01,-7.260119116,0.1
375038,-299196,0.01,-6.167669032,0.1
375038,-292696,0.01,-7.7570479,0.1
375038,-286196,0.01,-7.282147697,0.1
375038,-279696,0.01,-6.147012699,0.1
375038,-273196,0.01,-9.017750106,0.1
375038,-266696,0.01,-13.27099522,0.1
375038,-260196,0.01,-13.65718209,0.1
375038,-253696,0.01,-11.33959336,0.1
375038,-247196,0.01,-9.921336118,0.1
375038,-240696,0.01,-9.462627238,0.1
375038,-234196,0.01,-8.043426274,0.1
375038,-227696,0.01,-8.824513714,0.1
375038,-221196,0.01,-13.79133217,0.1
375038,-214696,0.01,-17.64464444,0.1
375038,-208196,0.01,-14.41052374,0.1
375038,-201696,0.01,-13.39617194,0.1
375038,-195196,0.01,-15.02474176,0.1
375038,-188696,0.01,-14.0183528,0.1
375038,-182196,0.01,-12.978694,0.1
375038,-175696,0.01,-12.32592541,0.1
375038,-169196,0.01,-12.04349606,0.1
375038,-162696,0.01,-14.06846906,0.1
375038,-156196,0.01,-7.073160309,0.1
375038,-149696,0.01,-4.570312439,0.1
375038,-143196,0.01,-2.189404094,0.1
375038,-136696,0.01,1.487082948,0.1
375038,-130196,0.01,5.207396885,0.1
375038,-123696,0.01,-3.160720192,0.1
375038,-117196,0.01,-2.854813062,0.1
381538,-331696,0.01,-3.004006709,0.1
381538,-325196,0.01,-4.730556883,0.1
381538,-318696,0.01,-9.090414246,0.1
381538,-312196,0.01,-10.19203362,0.1
381538,-305696,0.01,-7.800762837,0.1
381538,-299196,0.01,-6.250862854,0.1
381538,-292696,0.01,-6.809412237,0.1
381538,-286196,0.01,-5.710647953,0.1
381538,-279696,0.01,-4.397188212,0.1
381538,-273196,0.01,-6.69896416,0.1
381538,-266696,0.01,-9.742457562,0.1
381538,-260196,0.01,-9.652926979,0.1
381538,-253696,0.01,-8.004098104,0.1
381538,-247196,0.01,-8.827938477,0.1
381538,-240696,0.01,-10.25375738,0.1
381538,-234196,0.01,-10.59033662,0.1
381538,-227696,0.01,-12.88582487,0.1
381538,-221196,0.01,-16.5697853,0.1
381538,-214696,0.01,-17.13454284,0.1
381538,-208196,0.01,-11.42660088,0.1
381538,-201696,0.01,-13.11700308,0.1
381538,-195196,0.01,-16.46404478,0.1
381538,-188696,0.01,-14.25168746,0.1
381538,-182196,0.01,-13.87851847,0.1
381538,-175696,0.01,-14.37575836,0.1
381538,-169196,0.01,-11.20766284,0.1
381538,-162696,0.01,-9.688288153,0.1
381538,-156196,0.01,-6.553761564,0.1
381538,-149696,0.01,-6.063000805,0.1
381538,-143196,0.01,-0.758977959,0.1
381538,-136696,0.01,-0.020864664,0.1
381538,-130196,0.01,1.532224902,0.1
381538,-123696,0.01,-0.576601152,0.1
381538,-117196,0.01,-0.088451182,0.1
388038,-331696,0.01,-6.556825709,0.1
388038,-325196,0.01,-7.632543303,0.1
388038,-318696,0.01,-8.974932855,0.1
388038,-312196,0.01,-9.516045421,0.1
388038,-305696,0.01,-8.540237987,0.1
388038,-299196,0.01,-7.558042143,0.1
388038,-292696,0.01,-7.980456068,0.1
388038,-286196,0.01,-7.743015701,0.1
388038,-279696,0.01,-6.459387998,0.1
388038,-273196,0.01,-5.644101244,0.1
388038,-266696,0.01,-5.611441769,0.1
388038,-260196,0.01,-6.558432519,0.1
388038,-253696,0.01,-8.366931268,0.1
388038,-247196,0.01,-9.448067257,0.1
388038,-240696,0.01,-10.38531367,0.1
388038,-234196,0.01,-13.22714149,0.1
388038,-227696,0.01,-15.69807708,0.1
388038,-221196,0.01,-16.23700722,0.1
388038,-214696,0.01,-13.91651252,0.1
388038,-208196,0.01,-12.2095342,0.1
388038,-201696,0.01,-15.33571845,0.1
388038,-195196,0.01,-18.02159702,0.1
388038,-188696,0.01,-15.18178387,0.1
388038,-182196,0.01,-14.81108552,0.1
388038,-175696,0.01,-14.62886033,0.1
388038,-169196,0.01,-8.302324844,0.1
388038,-162696,0.01,-5.108417023,0.1
388038,-156196,0.01,-5.320359996,0.1
388038,-149696,0.01,-8.299586132,0.1
388038,-143196,0.01,-3.080009574,0.1
388038,-136696,0.01,-6.027140103,0.1
388038,-130196,0.01,3.936681366,0.1
388038,-123696,0.01,2.97666504,0.1
388038,-117196,0.01,-0.44766375,0.1
394538,-331696,0.01,-7.999501483,0.1
394538,-325196,0.01,-8.910316796,0.1
394538,-318696,0.01,-9.969162049,0.1
394538,-312196,0.01,-9.964124494,0.1
394538,-305696,0.01,-8.195442037,0.1
394538,-299196,0.01,-6.956283506,0.1
394538,-292696,0.01,-7.367230259,0.1
394538,-286196,0.01,-7.383447023,0.1
394538,-279696,0.01,-7.336853123,0.1
394538,-273196,0.01,-6.680285641,0.1
394538,-266696,0.01,-5.463676716,0.1
394538,-260196,0.01,-6.436916317,0.1
394538,-253696,0.01,-9.053164643,0.1
394538,-247196,0.01,-9.268066285,0.1
394538,-240696,0.01,-8.97552761,0.1
394538,-234196,0.01,-12.25491756,0.1
394538,-227696,0.01,-14.82886692,0.1
394538,-221196,0.01,-15.14959327,0.1
394538,-214696,0.01,-15.64448327,0.1
394538,-208196,0.01,-17.06964631,0.1
394538,-201696,0.01,-17.73444839,0.1
394538,-195196,0.01,-16.532783,0.1
394538,-188696,0.01,-14.38865456,0.1
394538,-182196,0.01,-15.11660245,0.1
394538,-175696,0.01,-14.58763069,0.1
394538,-169196,0.01,-7.269847282,0.1
