x,y,z,aCB_mGal,std_dev
734729,240647,0.01,-23.77267494,0.1
734729,247147,0.01,-21.79454348,0.1
734729,253647,0.01,-20.02529972,0.1
734729,260147,0.01,-15.13138232,0.1
734729,266647,0.01,-8.459047589,0.1
734729,273147,0.01,-5.362069506,0.1
734729,279647,0.01,-3.623846312,0.1
734729,286147,0.01,-0.831028199,0.1
734729,292647,0.01,1.349586243,0.1
734729,299147,0.01,3.219185686,0.1
734729,305647,0.01,6.309263047,0.1
734729,312147,0.01,8.474276241,0.1
734729,318647,0.01,8.732828613,0.1
734729,325147,0.01,7.871257482,0.1
741229,110647,0.01,18.14053026,0.1
741229,117147,0.01,15.16257712,0.1
741229,123647,0.01,12.97242573,0.1
741229,130147,0.01,11.91869862,0.1
741229,136647,0.01,11.33465467,0.1
741229,143147,0.01,10.14344091,0.1
741229,149647,0.01,7.653919119,0.1
741229,156147,0.01,7.176281991,0.1
741229,162647,0.01,6.505038272,0.1
741229,169147,0.01,6.784760012,0.1
741229,175647,0.01,4.993323136,0.1
741229,182147,0.01,-1.000448796,0.1
741229,188647,0.01,-5.160406873,0.1
741229,195147,0.01,-7.427565361,0.1
741229,201647,0.01,-10.78492501,0.1
741229,208147,0.01,-13.9381148,0.1
741229,214647,0.01,-17.95449881,0.1
741229,221147,0.01,-20.21782251,0.1
741229,227647,0.01,-21.57662785,0.1
741229,234147,0.01,-22.85174315,0.1
741229,240647,0.01,-22.71308484,0.1
741229,247147,0.01,-22.12747985,0.1
741229,253647,0.01,-21.37242027,0.1
741229,260147,0.01,-17.37028451,0.1
741229,266647,0.01,-11.96057079,0.1
741229,273147,0.01,-8.557780606,0.1
741229,279647,0.01,-5.914917276,0.1
741229,286147,0.01,-2.407240856,0.1
741229,292647,0.01,1.521463787,0.1
741229,299147,0.01,4.587746068,0.1
741229,305647,0.01,6.847332303,0.1
741229,312147,0.01,7.615424723,0.1
741229,318647,0.01,6.679210382,0.1
741229,325147,0.01,6.379061045,0.1
747729,110647,0.01,15.79664438,0.1
747729,117147,0.01,12.76239612,0.1
747729,123647,0.01,9.643200776,0.1
747729,130147,0.01,9.24810014,0.1
747729,136647,0.01,9.878549874,0.1
747729,143147,0.01,9.123727255,0.1
747729,149647,0.01,7.724864017,0.1
747729,156147,0.01,7.429065376,0.1
747729,162647,0.01,6.195646965,0.1
747729,169147,0.01,6.285308892,0.1
747729,175647,0.01,5.429789159,0.1
747729,182147,0.01,2.303314537,0.1
747729,188647,0.01,-1.67062092,0.1
747729,195147,0.01,-5.778228263,0.1
747729,201647,0.01,-10.01982413,0.1
747729,208147,0.01,-12.78889608,0.1
747729,214647,0.01,-15.97080539,0.1
747729,221147,0.01,-18.10755099,0.1
747729,227647,0.01,-19.80200674,0.1
747729,234147,0.01,-20.71427145,0.1
747729,240647,0.01,-20.32611977,0.1
747729,247147,0.01,-19.8372806,0.1
747729,253647,0.01,-18.17755098,0.1
747729,260147,0.01,-14.74797758,0.1
747729,266647,0.01,-12.09241728,0.1
747729,273147,0.01,-9.642413759,0.1
747729,279647,0.01,-4.653625777,0.1
747729,286147,0.01,1.425609656,0.1
747729,292647,0.01,5.417350594,0.1
747729,299147,0.01,5.931111264,0.1
747729,305647,0.01,4.477636824,0.1
747729,312147,0.01,3.177606475,0.1
747729,318647,0.01,5.039477278,0.1
747729,325147,0.01,8.223104067,0.1
754229,110647,0.01,12.2650788,0.1
754229,117147,0.01,10.57086259,0.1
754229,123647,0.01,7.252292734,0.1
754229,130147,0.01,5.369893196,0.1
754229,136647,0.01,5.786867001,0.1
754229,143147,0.01,6.019897721,0.1
754229,149647,0.01,6.225571642,0.1
754229,156147,0.01,5.135702024,0.1
754229,162647,0.01,2.944408611,0.1
754229,169147,0.01,3.748341737,0.1
754229,175647,0.01,6.372507555,0.1
754229,182147,0.01,5.033490313,0.1
754229,188647,0.01,1.226150689,0.1
754229,195147,0.01,-4.957578929,0.1
754229,201647,0.01,-10.15436372,0.1
754229,208147,0.01,-11.73618129,0.1
754229,214647,0.01,-13.16599663,0.1
754229,221147,0.01,-16.1477389,0.1
754229,227647,0.01,-19.39757778,0.1
754229,234147,0.01,-20.47654871,0.1
754229,240647,0.01,-20.1069924,0.1
754229,247147,0.01,-19.03013403,0.1
754229,253647,0.01,-16.29908618,0.1
754229,260147,0.01,-13.48327039,0.1
754229,266647,0.01,-12.1005546,0.1
754229,273147,0.01,-8.981502508,0.1
754229,279647,0.01,-1.896826024,0.1
754229,286147,0.01,4.929982148,0.1
754229,292647,0.01,6.730944552,0.1
754229,299147,0.01,5.136334136,0.1
754229,305647,0.01,3.581642761,0.1
754229,312147,0.01,4.246152866,0.1
754229,318647,0.01,8.616549874,0.1
754229,325147,0.01,10.38912329,0.1
760729,110647,0.01,9.806105067,0.1
760729,117147,0.01,7.234156133,0.1
760729,123647,0.01,3.417659023,0.1
760729,130147,0.01,0.580947901,0.1
760729,136647,0.01,-0.659462723,0.1
760729,143147,0.01,-1.048425784,0.1
760729,149647,0.01,0.563902437,0.1
760729,156147,0.01,1.42584423,0.1
760729,162647,0.01,1.952320808,0.1
760729,169147,0.01,3.373819356,0.1
760729,175647,0.01,3.218615212,0.1
760729,182147,0.01,3.026664353,0.1
760729,188647,0.01,1.547967351,0.1
760729,195147,0.01,-2.803041167,0.1
760729,201647,0.01,-5.477612978,0.1
760729,208147,0.01,-6.089267535,0.1
760729,214647,0.01,-10.14595952,0.1
760729,221147,0.01,-15.77652215,0.1
760729,227647,0.01,-19.44106223,0.1
760729,234147,0.01,-19.90031674,0.1
760729,240647,0.01,-19.69896224,0.1
760729,247147,0.01,-17.93187699,0.1
760729,253647,0.01,-15.17124331,0.1
760729,260147,0.01,-14.45974922,0.1
760729,266647,0.01,-13.4853098,0.1
760729,273147,0.01,-8.500756372,0.1
760729,279647,0.01,-1.742417336,0.1
760729,286147,0.01,4.271855033,0.1
760729,292647,0.01,6.52798076,0.1
760729,299147,0.01,6.223337935,0.1
760729,305647,0.01,8.246530217,0.1
760729,312147,0.01,12.33555693,0.1
760729,318647,0.01,14.7926608,0.1
760729,325147,0.01,12.6906706,0.1
767229,110647,0.01,6.238616589,0.1
767229,117147,0.01,2.582206123,0.1
767229,123647,0.01,-0.732193161,0.1
767229,130147,0.01,-2.669113433,0.1
767229,136647,0.01,-4.077404222,0.1
767229,143147,0.01,-5.271782211,0.1
767229,149647,0.01,-5.791622825,0.1
767229,156147,0.01,-3.101552374,0.1
767229,162647,0.01,1.472691407,0.1
767229,169147,0.01,1.031757414,0.1
767229,175647,0.01,-2.087405289,0.1
767229,182147,0.01,-2.203529357,0.1
767229,188647,0.01,-1.469478169,0.1
767229,195147,0.01,-2.850049369,0.1
767229,201647,0.01,-3.907242089,0.1
767229,208147,0.01,-4.923052297,0.1
767229,214647,0.01,-10.8111683,0.1
767229,221147,0.01,-17.13249144,0.1
767229,227647,0.01,-18.79899308,0.1
767229,234147,0.01,-18.40065564,0.1
767229,240647,0.01,-19.10142084,0.1
767229,247147,0.01,-17.53469044,0.1
767229,253647,0.01,-14.96335934,0.1
767229,260147,0.01,-14.7816775,0.1
767229,266647,0.01,-13.00547687,0.1
767229,273147,0.01,-7.797850429,0.1
767229,279647,0.01,-2.900668182,0.1
767229,286147,0.01,2.544601611,0.1
767229,292647,0.01,6.302343979,0.1
767229,299147,0.01,7.535753301,0.1
767229,305647,0.01,10.25070262,0.1
767229,312147,0.01,14.26042124,0.1
767229,318647,0.01,16.3004707,0.1
767229,325147,0.01,14.4012813,0.1
773729,110647,0.01,4.690517107,0.1
773729,117147,0.01,0.384001904,0.1
773729,123647,0.01,-3.438832144,0.1
773729,130147,0.01,-5.83105043,0.1
773729,136647,0.01,-7.279957738,0.1
773729,143147,0.01,-8.247510381,0.1
773729,149647,0.01,-9.127593857,0.1
773729,156147,0.01,-5.379300351,0.1
773729,162647,0.01,-0.082497629,0.1
773729,169147,0.01,-1.179059781,0.1
773729,175647,0.01,-4.174638387,0.1
773729,182147,0.01,-4.133722002,0.1
773729,188647,0.01,-2.739091715,0.1
773729,195147,0.01,-3.398714617,0.1
773729,201647,0.01,-5.441600534,0.1
773729,208147,0.01,-6.815158386,0.1
773729,214647,0.01,-10.12306935,0.1
773729,221147,0.01,-14.0286654,0.1
773729,227647,0.01,-15.50036521,0.1
773729,234147,0.01,-17.48358943,0.1
773729,240647,0.01,-21.02467367,0.1
773729,247147,0.01,-20.75543185,0.1
773729,253647,0.01,-17.79934955,0.1
773729,260147,0.01,-15.95585384,0.1
773729,266647,0.01,-12.0726554,0.1
773729,273147,0.01,-7.489715794,0.1
773729,279647,0.01,-3.920552666,0.1
773729,286147,0.01,2.270616278,0.1
773729,292647,0.01,5.917004897,0.1
773729,299147,0.01,6.475428983,0.1
773729,305647,0.01,7.489865384,0.1
773729,312147,0.01,10.84047625,0.1
773729,318647,0.01,13.57278484,0.1
773729,325147,0.01,14.32341414,0.1
780229,110647,0.01,4.709651233,0.1
780229,117147,0.01,-0.521400513,0.1
780229,123647,0.01,-7.512141462,0.1
780229,130147,0.01,-13.83105452,0.1
780229,136647,0.01,-14.51747191,0.1
780229,143147,0.01,-13.10672324,0.1
780229,149647,0.01,-11.42715802,0.1
780229,156147,0.01,-7.570708627,0.1
780229,162647,0.01,-2.554101928,0.1
780229,169147,0.01,-3.042642927,0.1
780229,175647,0.01,-4.474760284,0.1
780229,182147,0.01,-3.206278911,0.1
780229,188647,0.01,-1.182158025,0.1
780229,195147,0.01,-1.960821904,0.1
780229,201647,0.01,-5.449034968,0.1
780229,208147,0.01,-7.864067143,0.1
780229,214647,0.01,-9.248863353,0.1
780229,221147,0.01,-11.07410591,0.1
780229,227647,0.01,-13.47285937,0.1
780229,234147,0.01,-17.94274378,0.1
780229,240647,0.01,-23.07696792,0.1
780229,247147,0.01,-23.77774545,0.1
780229,253647,0.01,-21.23825839,0.1
780229,260147,0.01,-17.88648856,0.1
780229,266647,0.01,-12.66605727,0.1
780229,273147,0.01,-9.205661606,0.1
780229,279647,0.01,-6.083362206,0.1
780229,286147,0.01,1.461909239,0.1
780229,292647,0.01,5.611668441,0.1
780229,299147,0.01,5.799926031,0.1
780229,305647,0.01,6.891937012,0.1
780229,312147,0.01,10.5151156,0.1
780229,318647,0.01,11.56005594,0.1
780229,325147,0.01,11.99550604,0.1
786729,110647,0.01,3.462633729,0.1
786729,117147,0.01,-2.874713558,0.1
786729,123647,0.01,-11.51592236,0.1
786729,130147,0.01,-19.25510627,0.1
786729,136647,0.01,-20.33165743,0.1
786729,143147,0.01,-17.6697491,0.1
786729,149647,0.01,-15.54721381,0.1
786729,156147,0.01,-11.97654248,0.1
786729,162647,0.01,-7.786945989,0.1
786729,169147,0.01,-6.897303277,0.1
786729,175647,0.01,-7.555199598,0.1
786729,182147,0.01,-6.206001869,0.1
786729,188647,0.01,-3.421454319,0.1
786729,195147,0.01,-2.657976189,0.1
786729,201647,0.01,-5.390340943,0.1
786729,208147,0.01,-8.853330455,0.1
786729,214647,0.01,-11.4699058,0.1
786729,221147,0.01,-13.67273733,0.1
786729,227647,0.01,-16.26429871,0.1
786729,234147,0.01,-19.38328556,0.1
786729,240647,0.01,-22.00937529,0.1
786729,247147,0.01,-22.15181399,0.1
786729,253647,0.01,-20.88365314,0.1
786729,260147,0.01,-18.38894709,0.1
786729,266647,0.01,-13.97347983,0.1
786729,273147,0.01,-11.23092806,0.1
786729,279647,0.01,-8.994911018,0.1
786729,286147,0.01,-2.808359723,0.1
786729,292647,0.01,2.076407722,0.1
786729,299147,0.01,3.797095482,0.1
786729,305647,0.01,7.569108817,0.1
786729,312147,0.01,11.51324454,0.1
786729,318647,0.01,11.4848802,0.1
786729,325147,0.01,12.68733885,0.1
793229,110647,0.01,0.095822142,0.1
793229,117147,0.01,-6.42872044,0.1
793229,123647,0.01,-13.37537937,0.1
793229,130147,0.01,-17.97391183,0.1
793229,136647,0.01,-19.76122884,0.1
793229,143147,0.01,-18.98545877,0.1
793229,149647,0.01,-17.42207132,0.1
793229,156147,0.01,-14.33094428,0.1
793229,162647,0.01,-10.68242938,0.1
793229,169147,0.01,-8.604470318,0.1
793229,175647,0.01,-7.41955523,0.1
793229,182147,0.01,-6.331805206,0.1
793229,188647,0.01,-3.950674312,0.1
793229,195147,0.01,-1.933013757,0.1
793229,201647,0.01,-3.917527952,0.1
793229,208147,0.01,-8.330763871,0.1
793229,214647,0.01,-11.34147243,0.1
793229,221147,0.01,-13.97523175,0.1
793229,227647,0.01,-17.36555472,0.1
793229,234147,0.01,-20.67083857,0.1
793229,240647,0.01,-21.57179234,0.1
793229,247147,0.01,-21.1355498,0.1
793229,253647,0.01,-20.65177609,0.1
793229,260147,0.01,-19.87775016,0.1
793229,266647,0.01,-17.29922914,0.1
793229,273147,0.01,-14.00825547,0.1
793229,279647,0.01,-11.10659749,0.1
793229,286147,0.01,-6.293604376,0.1
793229,292647,0.01,-0.873863024,0.1
793229,299147,0.01,3.070707867,0.1
793229,305647,0.01,6.717121763,0.1
793229,312147,0.01,10.70318463,0.1
793229,318647,0.01,14.2705735,0.1
793229,325147,0.01,16.55286065,0.1
799729,110647,0.01,-4.009358892,0.1
799729,117147,0.01,-11.61196136,0.1
799729,123647,0.01,-13.58667533,0.1
799729,130147,0.01,-16.1443593,0.1
799729,136647,0.01,-19.24009688,0.1
799729,143147,0.01,-19.10645701,0.1
799729,149647,0.01,-15.02728475,0.1
799729,156147,0.01,-11.40515607,0.1
799729,162647,0.01,-11.03154424,0.1
799729,169147,0.01,-9.93155168,0.1
799729,175647,0.01,-7.629469404,0.1
799729,182147,0.01,-5.595058211,0.1
799729,188647,0.01,-3.388348171,0.1
799729,195147,0.01,-1.404417936,0.1
799729,201647,0.01,-3.532550894,0.1
799729,208147,0.01,-7.898198099,0.1
799729,214647,0.01,-10.01300453,0.1
799729,221147,0.01,-13.07963639,0.1
799729,227647,0.01,-18.54696687,0.1
799729,234147,0.01,-22.29343194,0.1
799729,240647,0.01,-23.82001875,0.1
799729,247147,0.01,-23.8183087,0.1
799729,253647,0.01,-23.08396409,0.1
799729,260147,0.01,-22.59204718,0.1
799729,266647,0.01,-20.47366774,0.1
799729,273147,0.01,-16.25767047,0.1
799729,279647,0.01,-12.60314101,0.1
799729,286147,0.01,-8.307337488,0.1
799729,292647,0.01,-2.17543313,0.1
799729,299147,0.01,2.131690597,0.1
799729,305647,0.01,5.03191468,0.1
799729,312147,0.01,9.292478997,0.1
799729,318647,0.01,14.33772765,0.1
799729,325147,0.01,15.28051171,0.1
806229,110647,0.01,-7.23642534,0.1
806229,117147,0.01,-11.90668384,0.1
806229,123647,0.01,-13.5594962,0.1
806229,130147,0.01,-16.3144381,0.1
806229,136647,0.01,-19.17076742,0.1
806229,143147,0.01,-19.369905,0.1
806229,149647,0.01,-14.43754833,0.1
806229,156147,0.01,-10.47454365,0.1
806229,162647,0.01,-12.22654725,0.1
806229,169147,0.01,-13.51482492,0.1
806229,175647,0.01,-11.90900912,0.1
806229,182147,0.01,-9.692194609,0.1
806229,188647,0.01,-7.704829982,0.1
806229,195147,0.01,-5.936983523,0.1
806229,201647,0.01,-6.851180061,0.1
806229,208147,0.01,-10.11543116,0.1
806229,214647,0.01,-13.61665181,0.1
806229,221147,0.01,-16.52189034,0.1
806229,227647,0.01,-19.69729489,0.1
806229,234147,0.01,-21.56751134,0.1
806229,240647,0.01,-22.81591279,0.1
806229,247147,0.01,-24.432856,0.1
806229,253647,0.01,-24.37335717,0.1
806229,260147,0.01,-23.67043403,0.1
806229,266647,0.01,-21.94206648,0.1
806229,273147,0.01,-18.45460136,0.1
806229,279647,0.01,-15.37894155,0.1
806229,286147,0.01,-12.2711235,0.1
806229,292647,0.01,-7.041865811,0.1
806229,299147,0.01,-1.800511262,0.1
806229,305647,0.01,2.811102108,0.1
806229,312147,0.01,7.301766989,0.1
806229,318647,0.01,10.55599689,0.1
806229,325147,0.01,9.866197895,0.1
812729,110647,0.01,-8.174908849,0.1
812729,117147,0.01,-11.92765257,0.1
812729,123647,0.01,-14.46966505,0.1
812729,130147,0.01,-16.16417342,0.1
812729,136647,0.01,-18.52145516,0.1
812729,143147,0.01,-20.77740155,0.1
812729,149647,0.01,-19.16152832,0.1
812729,156147,0.01,-15.02345945,0.1
812729,162647,0.01,-13.20477215,0.1
812729,169147,0.01,-12.32469638,0.1
812729,175647,0.01,-10.64991312,0.1
812729,182147,0.01,-10.24177031,0.1
812729,188647,0.01,-11.05976675,0.1
812729,195147,0.01,-9.292327218,0.1
812729,201647,0.01,-8.355054892,0.1
812729,208147,0.01,-12.72710532,0.1
812729,214647,0.01,-17.55539903,0.1
812729,221147,0.01,-18.55165132,0.1
812729,227647,0.01,-18.82960176,0.1
812729,234147,0.01,-18.3451485,0.1
812729,240647,0.01,-19.12340925,0.1
812729,247147,0.01,-22.15934514,0.1
812729,253647,0.01,-23.85513057,0.1
812729,260147,0.01,-24.17977646,0.1
812729,266647,0.01,-23.4393642,0.1
812729,273147,0.01,-20.63246782,0.1
812729,279647,0.01,-17.11879536,0.1
812729,286147,0.01,-13.76227143,0.1
812729,292647,0.01,-9.364375374,0.1
812729,299147,0.01,-4.598415124,0.1
812729,305647,0.01,1.419049401,0.1
812729,312147,0.01,6.849327401,0.1
812729,318647,0.01,9.651095789,0.1
812729,325147,0.01,9.683521995,0.1
819229,110647,0.01,-11.09098139,0.1
819229,117147,0.01,-15.55821441,0.1
819229,123647,0.01,-17.70280003,0.1
819229,130147,0.01,-18.16660351,0.1
819229,136647,0.01,-19.46547968,0.1
819229,143147,0.01,-21.48991644,0.1
819229,149647,0.01,-20.89305296,0.1
819229,156147,0.01,-17.15490025,0.1
819229,162647,0.01,-13.39440269,0.1
819229,169147,0.01,-9.690582843,0.1
819229,175647,0.01,-5.971233115,0.1
819229,182147,0.01,-6.003066947,0.1
819229,188647,0.01,-9.715729558,0.1
819229,195147,0.01,-10.35318709,0.1
819229,201647,0.01,-8.941404758,0.1
819229,208147,0.01,-11.83061739,0.1
819229,214647,0.01,-16.01991327,0.1
819229,221147,0.01,-17.52307957,0.1
819229,227647,0.01,-18.38777308,0.1
819229,234147,0.01,-18.95203128,0.1
819229,240647,0.01,-19.84112663,0.1
819229,247147,0.01,-22.14356239,0.1
819229,253647,0.01,-23.6830446,0.1
819229,260147,0.01,-24.35225398,0.1
819229,266647,0.01,-24.47834465,0.1
819229,273147,0.01,-21.93660735,0.1
819229,279647,0.01,-17.29122811,0.1
819229,286147,0.01,-12.40881744,0.1
819229,292647,0.01,-9.96563701,0.1
819229,299147,0.01,-6.261368185,0.1
819229,305647,0.01,-0.161665208,0.1
819229,312147,0.01,4.604849951,0.1
819229,318647,0.01,7.592464951,0.1
819229,325147,0.01,10.0705961,0.1
825729,110647,0.01,-14.428261,0.1
825729,117147,0.01,-17.58614823,0.1
825729,123647,0.01,-19.02555097,0.1
825729,130147,0.01,-19.28235667,0.1
825729,136647,0.01,-19.68537188,0.1
825729,143147,0.01,-19.96795606,0.1
825729,149647,0.01,-18.22192883,0.1
825729,156147,0.01,-15.51878568,0.1
825729,162647,0.01,-13.95214628,0.1
825729,169147,0.01,-11.82542303,0.1
825729,175647,0.01,-6.759569888,0.1
825729,182147,0.01,-2.705035687,0.1
825729,188647,0.01,-5.438683516,0.1
825729,195147,0.01,-9.342193838,0.1
825729,201647,0.01,-9.121124378,0.1
825729,208147,0.01,-10.68800671,0.1
825729,214647,0.01,-14.4648168,0.1
825729,221147,0.01,-17.22840685,0.1
825729,227647,0.01,-19.12110573,0.1
825729,234147,0.01,-20.46663771,0.1
825729,240647,0.01,-20.9834589,0.1
825729,247147,0.01,-21.67791087,0.1
825729,253647,0.01,-21.92010387,0.1
825729,260147,0.01,-21.92346228,0.1
825729,266647,0.01,-22.22808221,0.1
825729,273147,0.01,-21.74550896,0.1
825729,279647,0.01,-19.01531528,0.1
825729,286147,0.01,-16.75004446,0.1
825729,292647,0.01,-15.3918065,0.1
825729,299147,0.01,-10.46478976,0.1
825729,305647,0.01,-4.938672588,0.1
825729,312147,0.01,-1.28556419,0.1
825729,318647,0.01,2.628212534,0.1
825729,325147,0.01,7.042625598,0.1
